Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,714",Nil,Nil,No,1.0,SBI Bank,19-Feb-2026 11:00 AM,06-Mar-2026 12:30 PM,19-Feb-2026 11:00 AM,05-Mar-2026 12:00 PM,NA ,NA ,19-Feb-2026 11:00 AM,05-Mar-2026 12:00 PM,13-Mar-2026 12:00 PM,"99,800",No,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,1416/SE RED Gorakhpur/Gorakhpur/25-26 Dt 04/02/2026,2026_REDUP_1118017_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","Under District Gorakhpur, Construction of CC Road From the main road in Gram Panchayat -Ramnagar to the house of Sangam Nishad, Lot No 6","Under District Gorakhpur, Construction of CC Road From the main road in Gram Panchayat -Ramnagar to the house of Sangam Nishad, Lot No 6",Please refer Tender documents. ,NA ,"49,90,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",24-Feb-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,AOC,Technical,Summary,Dileep Shukla,06-Mar-2026 01:12 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,Er D K Shukla SE RED GORAKHPUR CIRCLE,Dileep Shukla,02-Apr-2026 10:30 AM,finsummary_2077856.pdf (785.15 KB),Finance,Summary,Dileep Shukla,13-Mar-2026 02:35 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katyayani Prasad DAO RED Gorakhpur",Dileep Shukla,12-Mar-2026 07:41 PM,13-Mar-2026 12:00 PM,techsummary_2077856.pdf (7910.00 KB),02-Apr-2026,"INR 4,985,711.49",180.0,Dileep Shukla,02-Apr-2026 10:59 AM,1416_6.pdf (8067.00 KB),1,5903018,M/S AWADHESH SINGH,01-Mar-2026 04:30 PM,Accepted-AOC,AOC,02-Apr-2026 10:59 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1118017_6,1416/SE RED Gorakhpur/Gorakhpur/25-26 Dt 04/02/2026,"Under District Gorakhpur, Construction of CC Road From the main road in Gram Panchayat -Ramnagar to the house of Sangam Nishad, Lot No 6",1.0,5903018.0,M/S AWADHESH SINGH,INR,"4,985,711.49",AOC
,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5902982,R.K.TRADERS & CONSTRUCTION PRIVATE LIMITED,28-Feb-2026 02:33 PM,Rejected-Finance,Rejected,02-Apr-2026 10:30 AM,,,,,,,,,,AOC
