Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
28-Apr-2026,"INR 174,671,426.47",545.0,RAJIV KUMAR PANDEY,29-Apr-2026 12:42 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Sandeep Kumar Contractor,1.0,6002757.0,SANDEEP KUMAR CONTRACTOR,INR,"174,671,426.47",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1125408_2,41/GM-4/UPPCL/2025-26 Dated 05-03-2026,CONSTRUCTION OF C.M. MODEL COMPOSITE VIDHYALAYA (PRE PRIMARY TO 12th CLASS) AT VILLAGE NAGLA JULHA IN DISTRICT- MAINPURI (U.P.),1,6021539,M/s. Jai Buildes,30-Mar-2026 12:21 PM,Rejected-Finance,Being Second Lowest,28-Apr-2026 02:22 PM,Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,08-Apr-2026 01:07 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,02-Apr-2026 05:16 PM,04-Apr-2026 01:00 PM,techsummary_2097869.pdf (4131.64 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,02-Apr-2026 05:10 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,28-Apr-2026 02:22 PM,finsummary_2097869.pdf (113.36 KB),AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,41/GM-4/UPPCL/2025-26 Dated 05-03-2026,2026_UPPRC_1125408_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"36,56,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Bid Doc,1,Date Extend,Date,,14-Mar-2026 03:20 PM,30-Mar-2026 03:00 PM,14-Mar-2026 03:20 PM,30-Mar-2026 02:00 PM,NA ,NA ,14-Mar-2026 03:20 PM,30-Mar-2026 02:00 PM,04-Apr-2026 01:00 PM,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",CONSTRUCTION OF C.M. MODEL COMPOSITE VIDHYALAYA (PRE PRIMARY TO 12th CLASS) AT VILLAGE NAGLA JULHA IN DISTRICT- MAINPURI (U.P.),CONSTRUCTION OF C.M. MODEL COMPOSITE VIDHYALAYA (PRE PRIMARY TO 12th CLASS) AT VILLAGE NAGLA JULHA IN DISTRICT- MAINPURI (U.P.),Please refer Tender documents. ,NA ,"18,27,29,811",Civil Works - Buildings,NA ,Tender,90.0,545.0,Vill. Nagla Jhula Distt. Mainpuri,205001.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra  ",16-Mar-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,"17,700",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,6002757,SANDEEP KUMAR CONTRACTOR,24-Mar-2026 12:32 PM,Accepted-AOC,L1,29-Apr-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,2,Name Correction,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
