Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer,Office of the Superintending Engineer Irrigation Work Circle Tubewell colony Moradabad,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",04/SEIWC/2025-26,2026_UPIDC_1122949_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,LOT 04 Janpad Rampur ki Tahsil Swar mein Kosi nadi ke bayen kinare par gram Dhanauri ke sameep sthit Lalpur Dhanauri tatbandh ke km 14.485 se km 15.145 ke madhya baadh se suraksha hetu katav nirodhak karya.,LOT 04 Janpad Rampur ki Tahsil Swar mein Kosi nadi ke bayen kinare par gram Dhanauri ke sameep sthit Lalpur Dhanauri tatbandh ke km 14.485 se km 15.145 ke madhya baadh se suraksha hetu katav nirodhak karya.,AS PER NIT ,NA ,"74,50,000",Civil Works,NA ,Tender,90.0,90.0,RAMPUR,244901.0,NA ,NA ,NA ,MORADABAD,No ,No,09-Mar-2026 06:00 PM,17-Mar-2026 01:00 PM,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,24-Mar-2026 11:00 AM,"2,354",Nil,Nil,No,"1,49,000",No,fixed,,Nil,Nil,AOC,Rajeev Mittal,Internal,SE IWC MORADABAD AND SE EGCCC BIJNOR,Rajeev Mittal,20-Mar-2026 06:23 PM,24-Mar-2026 11:00 AM,techsummary_2091803.pdf (425.48 KB),Finance,Summary,Rajeev Mittal,24-Mar-2026 12:27 PM,,BOQ Comparative Chart,Rajeev Mittal,Internal,SE IWC MORADABAD And SE EGCCC BIJNOR,Rajeev Mittal,08-Apr-2026 01:08 PM,finsummary_2091803.pdf (426.89 KB),Technical,Summary,Rajeev Mittal,20-Mar-2026 06:10 PM,,1,5976542,CHANDRA PAL SINGH,17-Mar-2026 11:48 AM,Rejected-Finance,L3,08-Apr-2026 01:08 PM,1.0,5975924.0,RAJENDRA SINGH,INR,"5,345,146","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",2026_UPIDC_1122949_4,04/SEIWC/2025-26,LOT 04 Janpad Rampur ki Tahsil Swar mein Kosi nadi ke bayen kinare par gram Dhanauri ke sameep sthit Lalpur Dhanauri tatbandh ke km 14.485 se km 15.145 ke madhya baadh se suraksha hetu katav nirodhak karya.,10-Apr-2026,"INR 5,345,146",90.0,Rajeev Mittal,10-Apr-2026 11:59 AM,AOCLot4.pdf (427.00 KB),Agreement No 10/SE/2025-26 Shri Rajendra Singh Thekedar S/o Shri Ramchandra Singh Village and Post-Bhutpuri Tehsil-Dhampur Distt Bijnor,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5972680,M/S VEERA EXCLUSIVE,14-Mar-2026 05:12 PM,Rejected-Finance,L2,08-Apr-2026 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5980730,NITISH AGARWAL,17-Mar-2026 10:07 AM,Rejected-Finance,L4,08-Apr-2026 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5975924,RAJENDRA SINGH,17-Mar-2026 10:07 AM,Accepted-AOC,L1,10-Apr-2026 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5979529,SS BUILDERS AND CONSULTANT,16-Mar-2026 10:27 PM,Rejected-Finance,L5,08-Apr-2026 01:08 PM,,,,,,,,,,,,,,,,,AOC
