Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,UNDER EVALUATION,VIKAS KUMAR,26-Feb-2026 02:22 PM,,08-Apr-2026,"INR 112,052,552.41",365.0,BHARAM PAL SINGH,15-Apr-2026 04:07 PM,453_21.pdf (837.00 KB),AOC,Committee,Internal,Committee,VIKAS KUMAR,26-Feb-2026 03:03 PM,26-Feb-2026 03:05 PM,techsummary_2041007.pdf (632.38 KB),Yamuna Expressway Industrial Development Authority,2026_YEIDA_1105538_21,YEA/GM(PROJECT)/2025/453 DT-09/01/2026,"Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 8 and 8 B, YEIDA WC-03",1.0,5827710.0,M/s Buildcon Infra,28-Jan-2026 04:35 PM,Rejected-Finance,L3,08-Apr-2026 11:25 AM,1.0,5824154.0,UNIQUE INFRA CONSTRUCTION PVT LTD,INR,"112,052,552.41",Finance,UNDER EVALUATION,BHARAM PAL SINGH,01-Apr-2026 11:33 AM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,08-Apr-2026 11:25 AM,finsummary_2041007.pdf (811.16 KB),AOC,26-May-2026 04:48 PM,30-Jan-2026 11:00 AM,15-Jan-2026 09:55 AM,28-Jan-2026 05:48 PM,NA ,NA ,15-Jan-2026 09:55 AM,28-Jan-2026 05:00 PM,26-May-2026 04:48 PM,1.0,SBI Bank,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 8 and 8 B, YEIDA WC-03","Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 8 and 8 B, YEIDA WC-03",Please refer Tender documents. ,NA ,"12,34,73,886",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,"22,35,000",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/453 DT-09/01/2026,2026_YEIDA_1105538_21,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","6,770",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,5828630.0,M/s SHAIL CONSTRUCTION,28-Jan-2026 12:10 PM,Rejected-Technical,DISQUALIFIED,26-Feb-2026 03:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3.0,5828812.0,SHIVANSH CONSTRCUTION,28-Jan-2026 02:53 PM,Rejected-Finance,L2,08-Apr-2026 11:25 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4.0,5824154.0,UNIQUE INFRA CONSTRUCTION PVT LTD,28-Jan-2026 01:59 PM,Accepted-AOC,L1,15-Apr-2026 04:07 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,AOC
