Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Bids and affidavit found.,Nanak Chand,24-Jan-2026 02:58 PM,finance_2039591.pdf,BOQ Comparative Chart,16-Mar-2026,"INR 1,019,142",60.0,Nanak Chand,02-Apr-2026 06:58 PM,296.pdf (202.00 KB),deed Complete,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1105411_1,296/AA-4/25-26,Improvement of footpath and drain from rajiv petrol pump to mithas under ward-61 zone-4.,1.0,5808681.0,M/s Aone construction,INR,"1,019,142",1,5808711,ELITE CONSTRUCTION COMPANY,16-Jan-2026 11:48 AM,Rejected-Finance,Not selected in lottery,05-Feb-2026 05:58 PM,"Jun.Eng., Exe. Engg.",Internal,"Jun.Eng., Exe. Engg.",Nanak Chand,05-Feb-2026 05:49 PM,techsummary_2039591.pdf (213.72 KB),"Jun.Eng., Exe. Engg.",Internal,"Jun.Eng., Exe. Engg.",Nanak Chand,05-Feb-2026 05:58 PM,finsummary_2039591.pdf (236.52 KB),AOC,Improvement of footpath and drain from rajiv petrol pump to mithas under ward-61 zone-4.,Improvement of footpath and drain from rajiv petrol pump to mithas under ward-61 zone-4.,Please refer Tender documents. ,NA ,"11,98,991",Civil Works,NA ,Tender,90.0,60.0,ward-61 swaroop nagar,208001.0,NA ,NA ,NA ,Executive Engineer-4 office,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of pending work affidavit,12-Jan-2026 12:10 PM,16-Jan-2026 04:00 PM,12-Jan-2026 12:10 PM,16-Jan-2026 03:00 PM,NA ,NA ,12-Jan-2026 12:10 PM,16-Jan-2026 03:00 PM,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",296/AA-4/25-26,2026_NNKAN_1105411_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Chief Engineer,"Chief Engineer Office, KNN, Motijheel","1,19,899",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5808681,M/s Aone construction,16-Jan-2026 11:38 AM,Accepted-AOC,Deed Complete,02-Apr-2026 06:58 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5807924,M/s S M A traders,16-Jan-2026 10:13 AM,Rejected-Finance,Not selected in lottery,05-Feb-2026 05:58 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,5808556,M/s Super rain construction,16-Jan-2026 10:58 AM,Rejected-Finance,Not selected in lottery,05-Feb-2026 05:58 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,5809196,SANA CONSTRUCTION COMPANY,16-Jan-2026 01:51 PM,Rejected-Finance,Not selected in lottery,05-Feb-2026 05:58 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
