Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,VIKAS KHAND BARHAJ KE GRA PANCHAYAT HARNAUTHA ME ALOK KE DUKAN SE ASHOK MISHRA KE GHAR TAK V DUKHHI GOND KE GHAR SE SUBHASH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND BARHAJ KE GRA PANCHAYAT HARNAUTHA ME ALOK KE DUKAN SE ASHOK MISHRA KE GHAR TAK V DUKHHI GOND KE GHAR SE SUBHASH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"24,45,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","49,000",Yes,fixed,,Nil,Nil,07-Feb-2026 10:00 AM,16-Feb-2026 02:30 PM,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,19-Feb-2026 02:00 PM,1.0,SBI Bank,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1112892_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1112892_12,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,VIKAS KHAND BARHAJ KE GRA PANCHAYAT HARNAUTHA ME ALOK KE DUKAN SE ASHOK MISHRA KE GHAR TAK V DUKHHI GOND KE GHAR SE SUBHASH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,1,5866631,M/s Ambika Trading Company,13-Feb-2026 09:06 AM,Rejected-Finance,Highest Rate,16-Apr-2026 05:24 PM,1.0,5866626.0,VINDHYAVASHINI ENTERPRISES,INR,"2,069,808",Er. Surya Prakash,Internal,,Surya Prakash,16-Apr-2026 05:24 PM,finsummary_2059297.pdf (1410.14 KB),Finance,FINANCIAL BID OPEN,Surya Prakash,19-Feb-2026 04:43 PM,,BOQ Comparative Chart,Technical,Technical Bid Open,Surya Prakash,17-Feb-2026 05:42 PM,,16-Apr-2026,"INR 2,069,808",120.0,Surya Prakash,16-Apr-2026 05:27 PM,278.pdf (1410.00 KB),Er. Surya Prakash,Internal,Er. Abhishek Kumar Shahi AE and Shri Kanhaiya Lal DAO,Surya Prakash,19-Feb-2026 12:37 PM,19-Feb-2026 02:00 PM,techsummary_2059297.pdf (2201.99 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5866626,VINDHYAVASHINI ENTERPRISES,13-Feb-2026 09:01 AM,Accepted-AOC,Lowest Rate,16-Apr-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
