Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
24-Apr-2026,"INR 1,089,000",90.0,Jagpal Verma,24-Apr-2026 05:06 PM,LOI.pdf (368.00 KB),Under the MLC Fund Scheme construction work of Pandit Deendayal Upadhyay Memorial Gate at Vishesharganj on Vishesharganj Kalikan road in Block Amethi,1,6008788,AKASH CONSTRUCTION,26-Mar-2026 08:05 AM,Rejected-Finance,not ok,24-Apr-2026 03:50 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1128741_1,632/E E/Ayo/E Tender/MLC FUND/25-26 20.03.2026,Under the MLC Fund Scheme construction work of Pandit Deendayal Upadhyay Memorial Gate at Vishesharganj on Vishesharganj Kalikan road in Block Amethi,1.0,6010980.0,VINAY PRAKASH TRIPATHI,INR,"1,089,000",Technical,Technical Bid opening summary,Jagpal Verma,16-Apr-2026 10:15 AM,technical_2105192.pdf,EE,Internal,E E Asst Acct,Jagpal Verma,24-Apr-2026 03:50 PM,finsummary_2105192.pdf (383.96 KB),Finance,Financial Bid opening summary,Jagpal Verma,24-Apr-2026 03:48 PM,finance_2105192.pdf,BOQ Comparative Chart,EE,Internal,E E Asst Actt,Jagpal Verma,16-Apr-2026 10:17 AM,16-Apr-2026 12:00 PM,techsummary_2105192.pdf (243.32 KB),AOC,Under the MLC Fund Scheme construction work of Pandit Deendayal Upadhyay Memorial Gate at Vishesharganj on Vishesharganj Kalikan road in Block Amethi,Under the MLC Fund Scheme construction work of Pandit Deendayal Upadhyay Memorial Gate at Vishesharganj on Vishesharganj Kalikan road in Block Amethi,Please refer Tender documents. ,NA ,,Construction Works,NA ,Tender,90.0,NA ,Amethi,227405.0,EE office up scidco ,Behind Ram Janki Mandir Sahabganj Ayodhya ,23-Mar-2026 11:00 AM ,EE office up scidco,No ,No,"22,000",No,fixed,,E E U P Scidco,Ayodhya,21-Mar-2026 11:00 AM,27-Mar-2026 11:00 AM,21-Mar-2026 11:05 AM,27-Mar-2026 09:00 AM,NA ,NA ,21-Mar-2026 11:10 AM,27-Mar-2026 09:00 AM,16-Apr-2026 12:00 PM,EE up scidco Ayodhya,Behind Ram Janki Mandir Sahabganj Ayodhya,1,Fee/PreQual/Technical,.pdf,Under the MLC Fund Scheme construction work of Pandit Deendayal Upadhyay Memorial Gate at Vishesharg,"1,652",online,Ayodhya,No,1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,632/E E/Ayo/E Tender/MLC FUND/25-26 20.03.2026,2026_SCIDC_1128741_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,2,6010980,VINAY PRAKASH TRIPATHI,26-Mar-2026 07:22 PM,Accepted-AOC,ok,24-Apr-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,AOC
