Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical bid document,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",2026_REDUP_1119239_54,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,884.0,Nil,Nil,No,1.0,SBI Bank,"32,500",No,fixed,,Nil,Nil,24-Feb-2026 12:00 PM,10-Mar-2026 12:30 PM,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,17-Mar-2026 12:00 PM,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Gram Panchayat Nejabhar me Payagpur Ikauna sampark marg se Nejabhar Gaon tak kharanja nirman karya-Viseshwaganj_54,Gram Panchayat Nejabhar me Payagpur Ikauna sampark marg se Nejabhar Gaon tak kharanja nirman karya-Viseshwaganj_54,Please refer Tender documents. ,NA ,"16,24,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,AOC,1,5924474,Satya Narain Tiwari,01-Mar-2026 09:38 PM,Accepted-AOC,AOC,08-Apr-2026 12:15 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1119239_54,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",Gram Panchayat Nejabhar me Payagpur Ikauna sampark marg se Nejabhar Gaon tak kharanja nirman karya-Viseshwaganj_54,Finance,Financial bid open,Sujit Kumar Sinha,18-Mar-2026 11:32 AM,finance_2081710.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,18-Mar-2026 03:03 PM,finsummary_2081710.pdf (43.91 KB),1.0,5924474.0,Satya Narain Tiwari,INR,"1,914,412.7",Technical,Technical bid open,Sujit Kumar Sinha,10-Mar-2026 03:39 PM,technical_2081710.pdf,02-Apr-2026,"INR 1,914,412.7",180.0,Sujit Kumar Sinha,08-Apr-2026 12:15 PM,Document2.pdf (26.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,16-Mar-2026 05:34 PM,17-Mar-2026 12:00 PM,techsummary_2081710.pdf (414.82 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5928550,SUSHILA DEVI,09-Mar-2026 01:59 PM,Rejected-Finance,High,18-Mar-2026 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
