S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,NIT,Other,,Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,1894/NPG/2025-26,2026_DOLBU_1123116_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"73,916",No,fixed,,NP,GABHANA,1.0,Fee/PreQual/Technical,.pdf,NIT,10-Mar-2026 09:00 AM,30-Mar-2026 02:00 PM,10-Mar-2026 09:00 AM,30-Mar-2026 12:00 PM,NA ,NA ,10-Mar-2026 09:00 AM,30-Mar-2026 12:00 PM,01-Apr-2026 09:00 AM,Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 06 Mohrena from Main Baruli Road to the Dumping Ground in Nagar Panchayat Gabhana (Aligarh).,Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 06 Mohrena from Main Baruli Road to the Dumping Ground in Nagar Panchayat Gabhana (Aligarh).,Please refer Tender documents. ,NA ,"7,39,164",Street Lighting,NA ,Tender,30.0,30.0,Supply and Installation of 08 m G.I. octagonal pol,202136.0,NA ,NA ,NA ,"N.P. Gabhana, Aligarh",No ,No,"N.P. Gabhana, Aligarh","N.P. Gabhana, Aligarh",1.0,RTGS - RTGS Payment,872.0,NP,GABHANA,No,AOC,eo,Internal,"JE, LIPIK",naveen kumar,31-Mar-2026 02:17 PM,01-Apr-2026 09:00 AM,techsummary_2092034.pdf (345.22 KB),Finance,FinanceBid Admitted,Renu Yadav,01-Apr-2026 02:03 PM,finance_2092034.pdf,BOQ Comparative Chart,eo,Internal,"JE, LIPIK",Renu Yadav,01-Apr-2026 03:33 PM,finsummary_2092034.pdf (346.77 KB),Technical,Technical Bid Admitted,naveen kumar,31-Mar-2026 10:45 AM,,1.0,6009620.0,NK ELECTRIC HOUSE,INR,"738,942.25",Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,2026_DOLBU_1123116_4,1894/NPG/2025-26,Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 06 Mohrena from Main Baruli Road to the Dumping Ground in Nagar Panchayat Gabhana (Aligarh).,1,6009620,NK ELECTRIC HOUSE,26-Mar-2026 01:00 PM,Accepted-AOC,accepted,01-Apr-2026 05:08 PM,02-Apr-2026,"INR 738,942.25",60.0,Renu Yadav,01-Apr-2026 05:08 PM,Doc1.pdf (181.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6014258,RM ENTERPRISES,27-Mar-2026 05:59 PM,Rejected-AOC,accepted,01-Apr-2026 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6017610,TULSHI HARDWARE TRENDING COMPANY,29-Mar-2026 09:45 AM,Rejected-AOC,accepted,01-Apr-2026 05:08 PM,,,,,,,AOC
