EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,45,900",No,fixed,,Executive Officer,"Nagar Panchayat Seorahi, Kushinagar",1.0,Fee/PreQual/Technical,.pdf,nit,1-Construction work of RCC drain from Baijnath Sharma farm to Avadan Tola Pokhara in Ward No. 07 Azad Nagar.,1-Construction work of RCC drain from Baijnath Sharma farm to Avadan Tola Pokhara in Ward No. 07 Azad Nagar.,Please refer Tender documents. ,NA ,"24,59,000",Civil Works,NA ,Tender,90.0,90.0,"Nagar Panchayat Seorahi, Kushinagar",274406.0,"Nagar Panchayat Seorahi, Kushinagar ","Nagar Panchayat Seorahi, Kushinagar ",25-Mar-2026 12:00 PM ,"Nagar Panchayat Seorahi, Kushinagar",No ,No,Executive Officer,"Nagar Panchayat Seorahi, Kushinagar",Directorate of Local Bodies UP||Nagar Panchayat Seorahi Kushinagar,953/npse/E-N.Su./2025-26 06-03-2026,2026_DOLBU_1122332_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,07-Mar-2026 01:00 PM,28-Mar-2026 03:00 PM,07-Mar-2026 01:00 PM,28-Mar-2026 02:00 PM,07-Mar-2026 01:00 PM ,28-Mar-2026 02:00 PM ,07-Mar-2026 01:00 PM,28-Mar-2026 02:00 PM,13-Apr-2026 03:05 PM,1,DD - Demand Draft,1.0,nit,Technical Bid,,"2,902",Executive Officer,"Nagar Panchayat Seorahi, Kushinagar",No,AOC,Technical,Tech,Uttam Verma,13-Apr-2026 12:18 PM,technical_2089713.pdf,EO,Internal,"JE, Lipik",Vikrant singh singh,15-Apr-2026 11:43 AM,finsummary_2089713.pdf (418.21 KB),Finance,fine,Vikrant singh singh,15-Apr-2026 11:02 AM,finance_2089713.pdf,BOQ Comparative Chart,EO,Internal,"JE, Lipik",Uttam Verma,13-Apr-2026 03:00 PM,13-Apr-2026 03:05 PM,techsummary_2089713.pdf (391.13 KB),16-Apr-2026,"INR 2,457,770.5",90.0,Uttam Verma,30-Apr-2026 12:13 PM,aoc.pdf (387.00 KB),Construction work of RCC drain from Baijnath Sharma farm to Avadan Tola Pokhara in Ward No. 07 Azad Nagar.,1.0,6015119.0,M/S MAA AMBEY ASSOCIATES,28-Mar-2026 01:28 AM,Accepted-AOC,Accept,30-Apr-2026 12:13 PM,1.0,6015119.0,M/S MAA AMBEY ASSOCIATES,INR,"2,457,770.5",Directorate of Local Bodies UP||Nagar Panchayat Seorahi Kushinagar,2026_DOLBU_1122332_1,953/npse/E-N.Su./2025-26 06-03-2026,1-Construction work of RCC drain from Baijnath Sharma farm to Avadan Tola Pokhara in Ward No. 07 Azad Nagar.,AOC
,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6015047.0,M/S RAI AND COMPANY,28-Mar-2026 12:27 AM,Rejected-AOC,Reject,30-Apr-2026 12:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6015097.0,SIVI K.R. ENTERPRISES,28-Mar-2026 12:55 AM,Rejected-AOC,Reject,30-Apr-2026 12:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
