Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
28-Apr-2026,"INR 69,680,000",365.0,SANDEEP KUMAR,28-Apr-2026 04:46 PM,loa.pdf (99.00 KB),1.0,5879783.0,M/S RISHIK ASSOCIATES,INR,"69,680,000",Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (08) Lucknow||Unit-29 Lucknow,2026_UPCDS_1108931_1,49/Tender Work/15 Dated 20.01.2026,Renovation work of Bus Depot Workshop at Khairabad Distt Sitapur,1,5879710,H.S.CONSTRUCTION,16-Feb-2026 05:08 PM,Rejected-AOC,L2,28-Apr-2026 04:46 PM,Finance,Three Bidder Admitted in Financial,SANDEEP KUMAR,20-Mar-2026 04:22 PM,,BOQ Comparative Chart,Er. Saurabh Srivastava,Internal,"Er. Saurabh Srivastava, Er. Sandeep Kumar, Hari Narayan Kashyap",SANDEEP KUMAR,18-Mar-2026 12:03 PM,20-Mar-2026 03:30 PM,techsummary_2047639.pdf (2143.25 KB),Technical,Technical Bid has been opened. Evaluation will be uploaded shortly.,SANDEEP KUMAR,20-Feb-2026 04:00 PM,,"Er. Pradeep Kumar Chaurasiya, CGM-1",Internal,"Er. Sandeep Kumar, PM, Er. Saurabh Srivastava, GM N-03, Sri Hari Narayan Kashyap, FO",SANDEEP KUMAR,28-Apr-2026 04:38 PM,finsummary_2047639.pdf (98.93 KB),AOC,Renovation work of Bus Depot Workshop at Khairabad Distt Sitapur,Renovation work of Bus Depot Workshop at Khairabad Distt Sitapur,As per NIT and Tender Documents ,NA ,"7,00,65,000",Civil Works,NA ,Tender,120.0,365.0,"Khairabad, Sitapur",261131.0,NA ,NA ,NA ,PM U-06 05/53 Viram Khand Gomti Nagar Lucknow,No ,No,Project Manager Unit 06,"05/53, Viram Khand, Gomti Nagar, Lucknow",1.0,Date Extension,Date,,"11,800","Director CnDS Unit 06, UP Jal Nigam",Lucknow,No,1.0,RTGS - RTGS Payment,24-Jan-2026 09:00 AM,20-Feb-2026 03:30 PM,24-Jan-2026 09:00 AM,19-Feb-2026 05:00 PM,NA ,NA ,24-Jan-2026 09:00 AM,19-Feb-2026 05:00 PM,20-Mar-2026 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Documents as per NIT,Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (08) Lucknow||Unit-29 Lucknow,49/Tender Work/15 Dated 20.01.2026,2026_UPCDS_1108931_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"10,00,000",No,fixed,,"Director CnDS Unit 06, UP Jal Nigam",Lucknow,AOC
,,,,,,,,,,,,,,,2,5879783,M/S RISHIK ASSOCIATES,16-Feb-2026 05:27 PM,Accepted-AOC,L1,28-Apr-2026 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Bid Documents,Technical Bid,,,,,,,,,,,,,,,,,,,.xls,Capability Statement,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5878980,M/s Sri Sai Baba Construction,16-Feb-2026 04:57 PM,Rejected-AOC,L3,28-Apr-2026 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
