EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,09,000",No,fixed,,Nil,Nil,"2,354",Nil,Nil,No,LOT 10 Janpad Moradabad mein Dhela nadi ke dayen kinare par sthit gram Ahmadpur Basawanpur ko baadh se suraksha hetu katav nirodhak karya.,LOT 10 Janpad Moradabad mein Dhela nadi ke dayen kinare par sthit gram Ahmadpur Basawanpur ko baadh se suraksha hetu katav nirodhak karya.,AS PER NIT ,NA ,"1,04,50,000",Civil Works,NA ,Tender,90.0,90.0,DHAMPUR,246761.0,NA ,NA ,NA ,MORADABAD,No ,No,09-Mar-2026 06:00 PM,17-Mar-2026 01:00 PM,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,24-Mar-2026 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",04/SEIWC/2025-26,2026_UPIDC_1122949_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,Office of the Superintending Engineer Irrigation Work Circle Tubewell colony Moradabad,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,1.0,SBI Bank,AOC,1,5980673,MAHENDRA SINGH,17-Mar-2026 09:55 AM,Accepted-AOC,L1,10-Apr-2026 01:06 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",2026_UPIDC_1122949_10,04/SEIWC/2025-26,LOT 10 Janpad Moradabad mein Dhela nadi ke dayen kinare par sthit gram Ahmadpur Basawanpur ko baadh se suraksha hetu katav nirodhak karya.,1.0,5980673.0,MAHENDRA SINGH,INR,"7,824,300",Rajeev Mittal,Internal,SE IWC MORADABAD And SE EGCCC BIJNOR,Rajeev Mittal,08-Apr-2026 01:29 PM,finsummary_2091849.pdf (438.28 KB),Finance,Summary,Rajeev Mittal,24-Mar-2026 12:47 PM,,BOQ Comparative Chart,Technical,Summary,Rajeev Mittal,20-Mar-2026 06:32 PM,,10-Apr-2026,"INR 7,824,300",90.0,Rajeev Mittal,10-Apr-2026 01:06 PM,AOCLot10.pdf (438.00 KB),Agreement No 16/SE/2025-26 Shri Mahendra Singh S/o Shri Bharat Singh MMIG-B-96 Ramganga Vihar Phase-2 Moradabad,Rajeev Mittal,Internal,SE IWC MORADABAD AND SE EGCCC BIJNOR,Rajeev Mittal,20-Mar-2026 06:59 PM,24-Mar-2026 11:00 AM,techsummary_2091849.pdf (452.73 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC,2,5972786,M/S VIPIN KUMAR CONTRACTOR,14-Mar-2026 05:50 PM,Rejected-Finance,L2,08-Apr-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
