EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"63,000",No,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,tacnical,Construction Of VRB At Km. 1.210 Of Kundarki Dy.Including Construction of kundarki dy from km 1.190 to km 1.230 under M.G.C. STAGE-II IN DIST MORADABAD,Construction Of VRB At Km. 1.210 Of Kundarki Dy.Including Construction of kundarki dy from km 1.190 to km 1.230 under M.G.C. STAGE-II IN DIST MORADABAD,Please refer Tender documents. ,NA ,"31,50,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",08/EE/25-26,2026_UPIDC_1122500_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,07-Mar-2026 03:00 PM,13-Mar-2026 11:00 AM,07-Mar-2026 03:00 PM,13-Mar-2026 10:00 AM,NA ,NA ,07-Mar-2026 03:00 PM,13-Mar-2026 10:00 AM,18-Mar-2026 12:00 PM,1.0,SBI Bank,AOC,Finance,Finance,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 02:53 PM,,BOQ Comparative Chart,S.S.A. KIRMANI,Internal,MANOJKUMAREE13,SYED SHAHNAWAZ ALI KIRMANI,17-Mar-2026 11:39 AM,18-Mar-2026 12:00 PM,techsummary_2090450.pdf (672.35 KB),Technical,Technical,SYED SHAHNAWAZ ALI KIRMANI,16-Mar-2026 05:50 PM,,S.S.A. KIRMANI,Internal,EEMGCCD14,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 02:58 PM,finsummary_2090450.pdf (672.35 KB),21-Apr-2026,"INR 2,149,929.45",30.0,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 03:01 PM,85.pdf (703.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2026_UPIDC_1122500_5,08/EE/25-26,Construction Of VRB At Km. 1.210 Of Kundarki Dy.Including Construction of kundarki dy from km 1.190 to km 1.230 under M.G.C. STAGE-II IN DIST MORADABAD,1.0,5969503.0,M/S DIVINE BLESSED ENTERPRISES,INR,"2,149,929.45",1,5969384,M/S ALI ENTERPRISES,13-Mar-2026 06:00 AM,Rejected-Technical,reject,17-Mar-2026 11:39 AM,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969503,M/S DIVINE BLESSED ENTERPRISES,13-Mar-2026 07:57 AM,Accepted-AOC,AOC,21-Apr-2026 03:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969174,M/S S R CONSTRUCTION,12-Mar-2026 11:37 PM,Rejected-Finance,L2,21-Apr-2026 02:58 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5969364,S R CONTRACTORS,13-Mar-2026 09:26 AM,Rejected-Technical,reject,17-Mar-2026 11:39 AM,AOC
