Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
18-Apr-2026,"INR 959,869.88",180.0,Sujit Kumar Sinha,18-Apr-2026 04:49 PM,Vikram.pdf (26.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1129895_5,"1271/RED/Etender(35)/2025-26, Dt. 16.03.2026",Gram Panchayat Karideeha ke majra Gadriyanpurwa me Jagatram ke ghar se School ke paas tak interlocking nirman karya-Huzoorpur_05,1.0,6026895.0,M/s Vikram Jaiswal,INR,"959,869.88",1,6028670,M/s Vaishnavi Construction,07-Apr-2026 05:17 PM,Rejected-Finance,High,13-Apr-2026 01:46 PM,Technical,Technical bid open,Sujit Kumar Sinha,08-Apr-2026 01:13 PM,technical_2107745.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,13-Apr-2026 01:46 PM,finsummary_2107745.pdf (44.78 KB),Finance,Financial bid open,Sujit Kumar Sinha,13-Apr-2026 12:52 PM,finance_2107745.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,10-Apr-2026 06:08 PM,13-Apr-2026 12:00 PM,techsummary_2107745.pdf (150.26 KB),AOC,Gram Panchayat Karideeha ke majra Gadriyanpurwa me Jagatram ke ghar se School ke paas tak interlocking nirman karya-Huzoorpur_05,Gram Panchayat Karideeha ke majra Gadriyanpurwa me Jagatram ke ghar se School ke paas tak interlocking nirman karya-Huzoorpur_05,Please refer Tender documents. ,NA ,"8,14,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1271/RED/Etender(35)/2025-26, Dt. 16.03.2026",2026_REDUP_1129895_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid open,"16,300",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Engineer, R.E.D. Bahraich",1.0,Corrigendum for date change,Date,,788.0,Nil,Nil,No,26-May-2026 05:17 PM,08-Apr-2026 12:30 PM,25-Mar-2026 12:00 PM,08-Apr-2026 12:00 PM,NA ,NA ,25-May-2026 05:17 PM,08-Apr-2026 12:00 PM,13-Apr-2026 05:17 PM,AOC
,,,,,,,,,,,,,,,2,6026895,M/s Vikram Jaiswal,07-Apr-2026 11:02 PM,Accepted-AOC,AOC,18-Apr-2026 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
