Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,631/E E/Ayo/E Tender/MLC FUND/25-26 20.03.2026,2026_SCIDC_1128734_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,21-Mar-2026 10:45 AM,27-Mar-2026 11:00 AM,21-Mar-2026 10:45 AM,27-Mar-2026 09:00 AM,NA ,NA ,21-Mar-2026 10:45 AM,27-Mar-2026 09:00 AM,16-Apr-2026 12:00 PM,"22,000",No,fixed,,E E U P Scidco,Ayodhya,"1,652",online,Ayodhya,No,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,1,Fee/PreQual/Technical,.pdf,Under the MLC Fund Scheme construction work of Late Atal Bihari Vajpayee Memorial Gate near Tala,Under the MLC Fund Scheme construction work of Late Atal Bihari Vajpayee Memorial Gate near Tala on Tala Gosaij road in Block Amethi,Under the MLC Fund Scheme construction work of Late Atal Bihari Vajpayee Memorial Gate near Tala on Tala Gosaij road in Block Amethi,Please refer Tender documents. ,NA ,,Construction Works,Under MLC Fund Scheme Construction of Gate  ,Tender,90.0,90.0,Amethi,227405.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,23-Mar-2026 11:00 AM ,EE office up scidco,No ,No,AOC,Technical,Technical Bid opening summary,Jagpal Verma,16-Apr-2026 10:20 AM,technical_2105186.pdf,EE,Internal,E E Asst Acct,Jagpal Verma,24-Apr-2026 03:46 PM,finsummary_2105186.pdf (363.90 KB),Finance,Financial Bid opening summary,Jagpal Verma,24-Apr-2026 03:44 PM,finance_2105186.pdf,BOQ Comparative Chart,EE,Internal,E E Asst Acct,Jagpal Verma,16-Apr-2026 10:22 AM,16-Apr-2026 12:00 PM,techsummary_2105186.pdf (259.79 KB),24-Apr-2026,"INR 1,089,000",90.0,Jagpal Verma,24-Apr-2026 05:03 PM,LOI.pdf (360.00 KB),Under the MLC Fund Scheme construction work of Late Atal Bihari Vajpayee Memorial Gate near Tala on Tala Gosaij road in Block Amethi,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1128734_1,631/E E/Ayo/E Tender/MLC FUND/25-26 20.03.2026,Under the MLC Fund Scheme construction work of Late Atal Bihari Vajpayee Memorial Gate near Tala on Tala Gosaij road in Block Amethi,1.0,6011029.0,VINAY PRAKASH TRIPATHI,INR,"1,089,000",1,6008802,AKASH CONSTRUCTION,26-Mar-2026 08:21 AM,Rejected-Finance,not ok,24-Apr-2026 03:46 PM,AOC
,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6011029,VINAY PRAKASH TRIPATHI,26-Mar-2026 07:28 PM,Accepted-AOC,ok,24-Apr-2026 05:03 PM,AOC
