S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5980022.0,M/S RAI AND COMPANY,17-Mar-2026 12:02 AM,Rejected-Finance,High quoted amount,15-Apr-2026 12:01 PM,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1119445_1,318/n.p.g.m./seevjalnikasi,"Afjal Ke Dukan Se Mangu Ke Ghar And Rajeev Badhai, Thaneshwar, Lalla etc Ke Makan Marg Pr Nala Nirman Ka Karya.",1.0,5979947.0,M/S SANTOSH PAL CONT.,INR,"11,245,489.68",15-Apr-2026,"INR 11,245,489.68",90.0,Pratik Verma,15-Apr-2026 12:15 PM,Workorder.pdf (393.00 KB),AOC,Executive Officer/Chairman,Internal,,Pratik Verma,09-Apr-2026 05:18 PM,10-Apr-2026 11:00 AM,techsummary_2081604.pdf (291.87 KB),Finance,admitted,Gunjan Gupta,15-Apr-2026 11:18 AM,,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,15-Apr-2026 12:01 PM,finsummary_2081604.pdf (273.20 KB),Technical,admitted,Gunjan Gupta,09-Apr-2026 04:56 PM,,AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,318/n.p.g.m./seevjalnikasi,2026_DOLBU_1119445_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,"11,26,200",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,24-Feb-2026 12:00 PM,17-Mar-2026 02:00 PM,24-Feb-2026 12:00 PM,17-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,17-Mar-2026 12:00 PM,10-Apr-2026 11:00 AM,"Afjal Ke Dukan Se Mangu Ke Ghar And Rajeev Badhai, Thaneshwar, Lalla etc Ke Makan Marg Pr Nala Nirman Ka Karya.","Afjal Ke Dukan Se Mangu Ke Ghar And Rajeev Badhai, Thaneshwar, Lalla etc Ke Makan Marg Pr Nala Nirman Ka Karya.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Nagar Panchayat Ganjmuradabad Unnao,209869.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,1,DD - Demand Draft,"13,289",Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,AOC
2.0,5979947.0,M/S SANTOSH PAL CONT.,16-Mar-2026 11:02 PM,Accepted-AOC,Low quoted Amount,15-Apr-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,,,,,AOC
3.0,5979812.0,SIVI K.R. ENTERPRISES,16-Mar-2026 10:22 PM,Rejected-Finance,High quoted amount,15-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,AOC
