S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5965762.0,M/s Singh Traders,INR,"25,513,237.2","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",2026_UPIDC_1122365_4,06/SE-XI/2025-26,NIT06 LOT04,1,5965486,ARVIND KUMAR SINGH,11-Mar-2026 06:53 PM,Rejected-Finance,L2,09-Apr-2026 09:06 AM,09-Apr-2026,"INR 25,513,237.2",90.0,Dhruva Chandra Verma,09-Apr-2026 09:11 AM,aoc.pdf (407.00 KB),DC VERMA,Internal,"DC VERMA SE- XI CIRCLE IW AYODHYA AND BP SINGH, SE 7TH CIRCLE IW AYODHYA",Dhruva Chandra Verma,28-Mar-2026 02:41 PM,30-Mar-2026 10:00 AM,techsummary_2089864.pdf (1558.78 KB),Finance,ALL BID HAS ADMITTED,Dhruva Chandra Verma,09-Apr-2026 09:01 AM,,BOQ Comparative Chart,DC VERMA,Internal,,Dhruva Chandra Verma,09-Apr-2026 09:06 AM,finsummary_2089864.pdf (291.17 KB),Technical,ALL BID HAS BEEN ADMITTED,Dhruva Chandra Verma,28-Mar-2026 02:33 PM,,AOC,1.0,SBI Bank,"5,60,000",No,fixed,,Nil,Nil,NIT06 LOT04,NIT06 LOT04,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AYODHYA,224001.0,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,07-Mar-2026 11:00 AM ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,No ,No,SUPERINTENDING ENGINEER,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,30-Mar-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",06/SE-XI/2025-26,2026_UPIDC_1122365_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,999",Nil,Nil,No,AOC
,,,,,,,,,2,5968092,M/s AWADH ASSOCIATES,12-Mar-2026 09:04 PM,Rejected-Finance,L4,09-Apr-2026 09:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5968721,M/S Krishna Construction,12-Mar-2026 07:32 PM,Rejected-Technical,NOT QUALIFY WITH TECHNICAL SPECIFICATION,28-Mar-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5965762,M/s Singh Traders,13-Mar-2026 11:38 AM,Accepted-AOC,L1,09-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5968746,M/S V.K. CONSTRUCTION,12-Mar-2026 07:46 PM,Rejected-Finance,L3,09-Apr-2026 09:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5968962,SHIVANSH CONSTRCUTION,13-Mar-2026 01:27 PM,Rejected-Technical,NOT QUALIFY WITH TECHNICAL SPECIFICATION,28-Mar-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
