Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
17-Feb-2026,"INR 3,490,293",90.0,Dinesh Singh,24-Apr-2026 01:47 PM,nRESPONSIVE.pdf (192.00 KB),1,5847138,Lovely Enterprises,08-Feb-2026 09:18 PM,Rejected-Finance,L3,17-Feb-2026 04:18 PM,1.0,5847070.0,Shourya Enterprises,INR,"3,490,293",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2026_REDUP_1111311_3,1243/NIVIDA AGRA/2025-26 dt 08.1.2026,3. VIKASH KHAND AKOLA BARULIAHIR OR BICHPURI K BIBHIIN GRANO MAI 14 SARWJANIK ISTHALO PAR HIHJ MASK LIGHT ADISTHAPAN KARYA,Finance,F,Dinesh Singh,10-Feb-2026 12:42 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,09-Feb-2026 03:43 PM,10-Feb-2026 09:00 AM,techsummary_2052888.pdf (192.22 KB),Technical,F,Dinesh Singh,09-Feb-2026 03:25 PM,,EERED,Internal,,Dinesh Singh,17-Feb-2026 04:18 PM,finsummary_2052888.pdf (192.22 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,sbd,02-Feb-2026 10:00 AM,09-Feb-2026 12:30 PM,02-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,10-Feb-2026 09:00 AM,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,1243/NIVIDA AGRA/2025-26 dt 08.1.2026,2026_REDUP_1111311_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,3. VIKASH KHAND AKOLA BARULIAHIR OR BICHPURI K BIBHIIN GRANO MAI 14 SARWJANIK ISTHALO PAR HIHJ MASK LIGHT ADISTHAPAN KARYA,3. VIKASH KHAND AKOLA BARULIAHIR OR BICHPURI K BIBHIIN GRANO MAI 14 SARWJANIK ISTHALO PAR HIHJ MASK LIGHT ADISTHAPAN KARYA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EEREDAGRA,No ,No,EEREDAGRA,EEREDAGRA,"70,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,2,5847070,Shourya Enterprises,07-Feb-2026 02:39 PM,Accepted-AOC,l1,24-Apr-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,5847172,SWASTIK ENTERPRISES,07-Feb-2026 04:42 PM,Rejected-Finance,L2,17-Feb-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
