Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EO,NPP GAURA BARHAJ,1.0,Fee/PreQual/Technical,.pdf,NIT,"8,67,277",Yes,fixed,,EO,NPP GAURA BARHAJ,28-Mar-2026 01:30 PM,18-Apr-2026 10:00 AM,28-Mar-2026 02:00 PM,17-Apr-2026 03:00 PM,NA ,NA ,28-Mar-2026 02:00 PM,17-Apr-2026 03:00 PM,20-Apr-2026 01:00 PM,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3527/DUURAILWAY/28-03-2026,2026_DOLBU_1131123_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,RAILWAY TIRAHA SE BARHAJ BAZAR RAILAY STATION HOTE HUYE RAILWAY CROSSING TAK CC ROAD NIRMAN KARY,RAILWAY TIRAHA SE BARHAJ BAZAR RAILAY STATION HOTE HUYE RAILWAY CROSSING TAK CC ROAD NIRMAN KARY,Please refer Tender documents. ,NA ,"1,02,34,000",Civil Works,NA ,Tender,90.0,45.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,"10,230",EO,NPP GAURA BARHAJ,Yes,AOC,eo je,Internal,eo je,Amit Kumar Jaiswal,20-Apr-2026 12:04 PM,20-Apr-2026 01:00 PM,techsummary_2110355.pdf (137.65 KB),Finance,Financial,Amit Kumar Jaiswal,20-Apr-2026 03:08 PM,finance_2110355.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,20-Apr-2026 03:11 PM,finsummary_2110355.pdf (140.65 KB),Technical,Technical,Amit Kumar Jaiswal,20-Apr-2026 12:03 PM,technical_2110355.pdf,1.0,6052524.0,RAJ CONSTRUCTION,INR,"10,181,806.6",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1131123_1,3527/DUURAILWAY/28-03-2026,RAILWAY TIRAHA SE BARHAJ BAZAR RAILAY STATION HOTE HUYE RAILWAY CROSSING TAK CC ROAD NIRMAN KARY,1.0,6052487.0,MAA JANKI CONSTRUCTION,16-Apr-2026 06:14 PM,Rejected-Finance,HIGH RATE,20-Apr-2026 03:11 PM,20-Apr-2026,"INR 10,181,806.6",45.0,Amit Kumar Jaiswal,20-Apr-2026 03:17 PM,RailwayF01.pdf (141.00 KB),LOW RATE,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6052564.0,M/S SHAHIL TRADERS,17-Apr-2026 11:02 AM,Rejected-Finance,HIGH RATE,20-Apr-2026 03:11 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6052524.0,RAJ CONSTRUCTION,16-Apr-2026 06:34 PM,Accepted-AOC,LOW RATE,20-Apr-2026 03:17 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
