Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,09-Mar-2026 02:00 PM,16-Mar-2026 12:30 PM,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,25-Mar-2026 12:30 PM,1.0,SBI Bank,EE RED Sitapur,"Vikas Bhawan, Sitapur",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1685/RED/Tender/2025-26,2026_REDUP_1122878_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"31,000",No,fixed,,Nil,Nil,"Laying of Interlocking from Phoolpur Asphalt Road to Primary School in front of Lalta Singh house, Block- Kasmanda","Laying of Interlocking from Phoolpur Asphalt Road to Primary School in front of Lalta Singh house, Block- Kasmanda",Please refer Tender documents. ,NA ,"15,11,947",Civil Works,NA ,Tender,90.0,90.0,"Kasmanda, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,AOC,Gyanendra Kumar,Internal,,Gyanendra Kumar,28-Mar-2026 02:15 PM,finsummary_2091513.pdf (512.39 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,17-Mar-2026 10:55 AM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,24-Mar-2026 03:35 PM,25-Mar-2026 12:30 PM,techsummary_2091513.pdf (305.47 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,25-Mar-2026 03:03 PM,,BOQ Comparative Chart,1,5958545,ABS CONSTRUCTION,09-Mar-2026 02:20 PM,Accepted-AOC,L1,13-Apr-2026 05:47 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1122878_6,1685/RED/Tender/2025-26,"Laying of Interlocking from Phoolpur Asphalt Road to Primary School in front of Lalta Singh house, Block- Kasmanda",1.0,5958545.0,ABS CONSTRUCTION,INR,"1,511,191",02-Apr-2026,"INR 1,511,191",90.0,Gyanendra Kumar,13-Apr-2026 05:47 PM,5.pdf (932.00 KB),AOC
2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5958617,SWIKRIT CONSTRUCTIONS,09-Mar-2026 02:40 PM,Rejected-Finance,Higher Rate Quoted,28-Mar-2026 02:15 PM,,,,,,,,,,,,,,,,AOC
