Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Evaluation Letter,DILIP KUMAR,12-Feb-2026 05:08 PM,finance_2042393.pdf,BOQ Comparative Chart,20-Apr-2026,"INR 256,303.77",30.0,DILIP KUMAR,20-Apr-2026 05:21 PM,461.pdf (665.00 KB),AOC for Acceptance No 461 date 09.03.2026,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1106912_2,76/E-Tender/2025-26 dt. 12.01.2026,"Vidhayak Nivas-1 sthit Awas No.-29A ke hall ki shatigrast plaster ko todkar punah banane ka karya, kitchen me kitchen cupboard banane ka karya, deemak rodhi upchaar karne ka karya, hall va room me chaar almari banane ka karya avem anya avashyak civil",1.0,5819684.0,M/S KRISHNA ENTERPRISES,INR,"256,303.77",1,5819684,M/S KRISHNA ENTERPRISES,22-Jan-2026 09:01 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 256303.77 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,20-Apr-2026 05:21 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,20-Apr-2026 04:22 PM,techsummary_2042393.pdf (1629.50 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,20-Apr-2026 04:26 PM,finsummary_2042393.pdf (1629.50 KB),AOC,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,76/E-Tender/2025-26 dt. 12.01.2026,2026_PWDBL_1106912_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,"Vidhayak Nivas-1 sthit Awas No.-29A ke hall ki shatigrast plaster ko todkar punah banane ka karya, kitchen me kitchen cupboard banane ka karya, deemak rodhi upchaar karne ka karya, hall va room me chaar almari banane ka karya avem anya avashyak civil","Vidhayak Nivas-1 sthit Awas No.-29A ke hall ki shatigrast plaster ko todkar punah banane ka karya, kitchen me kitchen cupboard banane ka karya, deemak rodhi upchaar karne ka karya, hall va room me chaar almari banane ka karya avem anya avashyak civil",Please refer Tender documents. ,NA ,"2,59,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow ,EE Maintenance Division 2 (Civil) PWD Lucknow ,20-Jan-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,770.0,Nil,Nil,No,"25,900",No,fixed,,Nil,Nil,19-Jan-2026 09:00 AM,24-Jan-2026 12:30 PM,19-Jan-2026 09:00 AM,24-Jan-2026 12:00 PM,NA ,NA ,19-Jan-2026 09:00 AM,24-Jan-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5819570,M/S SUPRIYA ENTERPRISES,24-Jan-2026 04:26 AM,Rejected-Finance,Financial bid Rejected due to L2,20-Apr-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
