Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1115412_7,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAMSABHA RAMPUR MAHUABARI ME RAMPUR DALIT BASTI ME AWASHESH KARYA,1.0,5868947.0,Rana Vikramaditya Singh,INR,"992,709.87",1,5893870,ADARSH CONSTRUCTION,18-Feb-2026 11:47 PM,Rejected-Technical,Non-Responsive,19-Mar-2026 03:07 PM,17-Apr-2026,"INR 992,709.87",120.0,Surya Prakash,17-Apr-2026 05:57 PM,318.pdf (1453.00 KB),Er. Surya Prakash,Internal,,Kanhaiya Lal,19-Mar-2026 03:07 PM,19-Mar-2026 04:00 PM,techsummary_2069635.pdf (851.46 KB),Finance,Financial Bid Open,Surya Prakash,19-Mar-2026 07:17 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,17-Apr-2026 05:55 PM,finsummary_2069635.pdf (1452.87 KB),Technical,Technical Bid Open,Surya Prakash,20-Feb-2026 06:34 PM,,AOC,13-Feb-2026 10:00 AM,20-Feb-2026 02:30 PM,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,19-Mar-2026 04:00 PM,1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","23,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1115412_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTICE,766.0,Nil,Nil,No,GRAMSABHA RAMPUR MAHUABARI ME RAMPUR DALIT BASTI ME AWASHESH KARYA,GRAMSABHA RAMPUR MAHUABARI ME RAMPUR DALIT BASTI ME AWASHESH KARYA,Please Refer Tender Document ,NA ,"11,71,780",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,AOC
,,,,,,,,,2,5872911,MADAN PAL SINGH,16-Feb-2026 11:51 AM,Rejected-Finance,Highest Rate,17-Apr-2026 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5868947,Rana Vikramaditya Singh,15-Feb-2026 05:20 PM,Accepted-AOC,Lowest Rate,17-Apr-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
