Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,tacnical,1.0,SBI Bank,07-Mar-2026 03:00 PM,13-Mar-2026 11:00 AM,07-Mar-2026 03:00 PM,13-Mar-2026 10:00 AM,NA ,NA ,07-Mar-2026 03:00 PM,13-Mar-2026 10:00 AM,18-Mar-2026 10:00 AM,"46,000",No,percentage,2.0%,Nil,Nil,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",08/EE/25-26,2026_UPIDC_1122500_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,Construction Of VRB At Km. 8.335 Of Kundarki Dy. under M.G.C. STAGE-II IN DIST MORADABAD,Construction Of VRB At Km. 8.335 Of Kundarki Dy. under M.G.C. STAGE-II IN DIST MORADABAD,Please refer Tender documents. ,NA ,"23,00,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,AOC,Finance,Finance,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 02:38 PM,,BOQ Comparative Chart,S.S.A. KIRMANI,Internal,manojkumaree13,SYED SHAHNAWAZ ALI KIRMANI,16-Mar-2026 06:04 PM,18-Mar-2026 10:00 AM,techsummary_2090425.pdf (672.35 KB),Technical,Technical,SYED SHAHNAWAZ ALI KIRMANI,16-Mar-2026 05:47 PM,,S.S.A. KIRMANI,Internal,EEMGCCD14,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 02:42 PM,finsummary_2090425.pdf (672.35 KB),21-Apr-2026,"INR 1,580,221.8",45.0,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 02:49 PM,83.pdf (755.00 KB),aoc,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2026_UPIDC_1122500_3,08/EE/25-26,Construction Of VRB At Km. 8.335 Of Kundarki Dy. under M.G.C. STAGE-II IN DIST MORADABAD,1.0,5969435.0,M/S SAVERA BUILDCON,INR,"1,580,221.8",1,5969435,M/S SAVERA BUILDCON,13-Mar-2026 07:43 AM,Accepted-AOC,aoc,21-Apr-2026 02:49 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969150,M/S S R CONSTRUCTION,12-Mar-2026 11:29 PM,Rejected-Finance,l2,21-Apr-2026 02:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969362,S R CONTRACTORS,13-Mar-2026 09:08 AM,Rejected-Technical,reject,16-Mar-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5969573,VED PRAKASH,13-Mar-2026 08:45 AM,Rejected-Technical,reject,16-Mar-2026 06:04 PM,AOC
