S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5958085.0,JANARDHAN AGNIHOTRI,INR,"954,577.33",Technical,admited,Jitendra Singh Yadav,19-Mar-2026 01:05 PM,technical_2083969.pdf,State Urban Development Agency||District Urban Development Agency||Farrukhabad,2026_SUDA_1120358_1,411/DUDA/2025-26,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 18 KE MOHALLA SALAWAT KHA ME SUKHPAL KE GHAR SE HARINAM KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,01-Apr-2026 05:12 PM,finsummary_2083969.pdf (620.53 KB),ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,20-Mar-2026 05:28 PM,20-Mar-2026 05:30 PM,techsummary_2083969.pdf (520.25 KB),Finance,ADMITTED,Jitendra Singh Yadav,30-Mar-2026 04:45 PM,finance_2083969.pdf,BOQ Comparative Chart,02-Apr-2026,"INR 954,577.33",90.0,Jitendra Singh Yadav,01-Apr-2026 02:32 PM,committee.pdf (621.00 KB),TENDER VALUE,1.0,5958085.0,JANARDHAN AGNIHOTRI,09-Mar-2026 05:12 PM,Accepted-AOC,LOWER BID,01-Apr-2026 02:32 PM,AOC,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 18 KE MOHALLA SALAWAT KHA ME SUKHPAL KE GHAR SE HARINAM KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 18 KE MOHALLA SALAWAT KHA ME SUKHPAL KE GHAR SE HARINAM KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,Please refer Tender documents. ,NA ,"11,30,000",Civil Works - Roads,NA ,Tender,30.0,90.0,DUDA FARRUKHABAD,209601.0,NA ,NA ,NA ,DUDA FARRUKHABD,No ,No,PO DUDA FARRUKHABAD,FATEHGARH FARRUKHABAD,"1,500",PO DUDA FARRUKHABAD,DUDA FARRUKHABAD,Yes,1,DD - Demand Draft,"23,000",Yes,fixed,,PO DUDA FARRUKHABAD,DUDA FARRUKHABAD,State Urban Development Agency||District Urban Development Agency||Farrukhabad,411/DUDA/2025-26,2026_SUDA_1120358_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,27-Feb-2026 05:00 PM,09-Mar-2026 02:00 PM,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,20-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5955519.0,KARTAVYA CONSTRUCTION AND SUPPLIERS,09-Mar-2026 12:54 PM,Rejected-AOC,HIGHER BID,01-Apr-2026 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5958165.0,MS AMLESH RATHORE,09-Mar-2026 12:19 PM,Rejected-AOC,HIGHER BID,01-Apr-2026 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5956749.0,M/S CHANDRA PRAKASH SHUKLA,08-Mar-2026 03:37 PM,Not Admitted-Finance,Not qualified for AOC,30-Mar-2026 04:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
