EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,22,000",Yes,fixed,,Nil,Nil,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,26-May-2026 05:01 PM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,23-Mar-2026 10:00 AM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_29,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,FLOOD PROTECTION WORK BETWEEN KM. 0.490 TO KM. 1.090 OF HETIMPUR PARASKHAND BUND NEAR VILL. MATHIYA ON R/B OF LITTLE GANDAK RIVER IN DIST. DEORIA,FLOOD PROTECTION WORK BETWEEN KM. 0.490 TO KM. 1.090 OF HETIMPUR PARASKHAND BUND NEAR VILL. MATHIYA ON R/B OF LITTLE GANDAK RIVER IN DIST. DEORIA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,DEORIA,274001.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,07-Mar-2026 11:00 AM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,"3,463",Nil,Nil,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_29,04/SE/2025-26,FLOOD PROTECTION WORK BETWEEN KM. 0.490 TO KM. 1.090 OF HETIMPUR PARASKHAND BUND NEAR VILL. MATHIYA ON R/B OF LITTLE GANDAK RIVER IN DIST. DEORIA,1,5969289,M/S A S ASSOCIATE,13-Mar-2026 02:11 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Mar-2026 01:52 AM,Finance,as uoloaded,Kiran Pal Singh Verma,26-Mar-2026 06:42 PM,finance_2090004.pdf,BOQ Comparative Chart,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,30-Mar-2026 09:01 AM,finsummary_2090004.pdf (660.76 KB),1.0,5968605.0,M/S SANTOSH KUMAR SRIVASTAVA CONTRACTOR,INR,"19,723,788.75",SE Gandak Flood Circle Gorakhpur,Internal,SE Drainage Circle Balia,Kiran Pal Singh Verma,21-Mar-2026 01:55 AM,23-Mar-2026 10:00 AM,techsummary_2090004.pdf (660.76 KB),Technical,as uploaded,Kiran Pal Singh Verma,21-Mar-2026 01:52 AM,technical_2090004.pdf,30-Mar-2026,"INR 19,723,788.75",90.0,Kiran Pal Singh Verma,22-Apr-2026 06:03 PM,aoc_29.pdf (432.00 KB),as per uploaded,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5968605,M/S SANTOSH KUMAR SRIVASTAVA CONTRACTOR,13-Mar-2026 03:53 AM,Accepted-AOC,as per uploaded,22-Apr-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5970210,M/S V.K. CONSTRUCTION,13-Mar-2026 12:52 PM,Rejected-Finance,ATTACHED,30-Mar-2026 09:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
