Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Apr-2026,"INR 1,064,845.38",120.0,Surya Prakash,22-Apr-2026 12:52 PM,294.pdf (1205.00 KB),1,5870055,M/S DINESH KUMAR DUBEY,15-Feb-2026 01:52 PM,Rejected-Finance,Highest Rate,22-Apr-2026 12:48 PM,1.0,5869478.0,SUNIL KUMAR RAO CONTRACTOR,INR,"1,064,845.38",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1114918_3,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAMSABHA GHATAILA GAZI ME BASAWAN PRASAD KE GHAR SE PRAHLAD THAKUR KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,Finance,Financial Bid Open,DINESH KUMAR KESARWANI,21-Feb-2026 07:33 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,Er. Dinesh Kumar Kesarwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,21-Feb-2026 12:38 PM,21-Feb-2026 02:00 PM,techsummary_2068172.pdf (453.99 KB),Technical,Technical Bid Open,Surya Prakash,19-Feb-2026 07:19 PM,,Er. Surya Prakash,Internal,,Surya Prakash,22-Apr-2026 12:48 PM,finsummary_2068172.pdf (1204.99 KB),AOC,1.0,SBI Bank,766.0,Nil,Nil,No,"25,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",12-Feb-2026 10:00 AM,19-Feb-2026 02:30 PM,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,NA ,NA ,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,21-Feb-2026 02:00 PM,GRAMSABHA GHATAILA GAZI ME BASAWAN PRASAD KE GHAR SE PRAHLAD THAKUR KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,GRAMSABHA GHATAILA GAZI ME BASAWAN PRASAD KE GHAR SE PRAHLAD THAKUR KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,Please Refer Tender Document ,NA ,"12,57,750",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1114918_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,2,5869478,SUNIL KUMAR RAO CONTRACTOR,14-Feb-2026 03:55 PM,Accepted-AOC,Lowest Rate,22-Apr-2026 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
