Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",07/EE/2025-26,2026_UPIDC_1122726_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,09-Mar-2026 11:00 AM,14-Mar-2026 12:00 PM,09-Mar-2026 11:00 AM,14-Mar-2026 11:00 AM,NA ,NA ,09-Mar-2026 11:00 AM,14-Mar-2026 11:00 AM,17-Mar-2026 11:00 AM,07/EE/2025-26(LOT-2),07/EE/2025-26(LOT-2),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,MORADABAD,244001.0,NA ,NA ,NA ,MEERUT,No ,No,"2,42,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,As per TD,EXECUTIVE ENGINEER,"OFFICE OF EE MGCCD-6, MEERUT",854.0,Nil,Nil,No,AOC,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,20-Mar-2026 10:44 PM,finsummary_2091016.pdf (21.47 KB),Technical,02 Bidder Submitted your Bid 02 Bidder Admitted,himanshu dharia,16-Mar-2026 04:48 PM,technical_2091016.pdf,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,17-Mar-2026 10:06 AM,17-Mar-2026 11:00 AM,techsummary_2091016.pdf (231.25 KB),Finance,02 Bidder admitted,himanshu dharia,20-Mar-2026 10:40 PM,finance_2091016.pdf,BOQ Comparative Chart,1,5971599,JS cONSTRUCTIONS,14-Mar-2026 10:23 AM,Rejected-Finance,L2,20-Mar-2026 10:44 PM,1.0,5971584.0,MAA SHAKUMBARI,INR,"2,371,500","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",2026_UPIDC_1122726_2,07/EE/2025-26,07/EE/2025-26(LOT-2),23-Mar-2026,"INR 2,371,500",90.0,himanshu dharia,11-Apr-2026 07:44 AM,dos.pdf (21.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,As per BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5971584,MAA SHAKUMBARI,14-Mar-2026 10:39 AM,Accepted-AOC,L1,11-Apr-2026 07:44 AM,,,,,,,,,,,,,,,,,AOC
