Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,380",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP","2,40,000",No,fixed,,Nil,Nil,"Design and Beautification work of Saraswati garden in Sector-16B, Greater Noida.","Design and Beautification work of Saraswati garden in Sector-16B, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"1,19,95,461",Civil Works,DEVELOPMENT ,Tender,90.0,270.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,SM_TENDER CELL,GNIDA OFFICE,05-Jan-2026 06:00 PM,16-Jan-2026 11:00 AM,05-Jan-2026 06:00 PM,14-Jan-2026 05:00 PM,NA ,NA ,05-Jan-2026 06:00 PM,14-Jan-2026 05:00 PM,13-Feb-2026 06:55 PM,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2025/691 DATED-31.12.2025,2026_GNIDA_1103550_6,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,UNDER EVALUATION,NAROTTAM SINGH,13-Feb-2026 07:11 PM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,SUNNY YADAV,13-Feb-2026 06:19 PM,13-Feb-2026 06:55 PM,techsummary_2035314.pdf (206.34 KB),Technical,UNDER EVALUATION,NAROTTAM SINGH,16-Jan-2026 12:03 PM,,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,SUNNY YADAV,06-Apr-2026 07:48 PM,finsummary_2035314.pdf (187.41 KB),23-Apr-2026,"INR 11,588,814.98",270.0,SUNNY YADAV,23-Apr-2026 04:18 PM,144.pdf (447.00 KB),AWARD LETTER,1.0,5802103.0,M/s Classic Construction co,INR,"11,588,814.98",Greater Noida Industrial Development Authority,2026_GNIDA_1103550_6,SM/(E-TENDER CELL)/2025/691 DATED-31.12.2025,"Design and Beautification work of Saraswati garden in Sector-16B, Greater Noida.",1.0,5802044.0,D A Constructions,13-Jan-2026 04:53 PM,Rejected-Finance,L2,06-Apr-2026 07:48 PM,AOC
,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5802103.0,M/s Classic Construction co,13-Jan-2026 05:10 PM,Accepted-AOC,L1,23-Apr-2026 04:18 PM,AOC
,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5804009.0,M/S ENGINEERS ASSOCIATES,14-Jan-2026 03:39 PM,Rejected-Technical,DIS-QUALIFIED,13-Feb-2026 06:19 PM,AOC
,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5802160.0,Qamar Builders,13-Jan-2026 05:33 PM,Rejected-Finance,L3,06-Apr-2026 07:48 PM,AOC
,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
