S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage
1.0,6040957.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,INR,"602,423.8",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1129240_1,1342/NP/NV/RVA/2025-26,22-npp sandila me wn24 me gulam ke makan se chapar vali masjid se hote huye guddu machwe wale tak cc sadak va nali nirman karya,1.0,6042071.0,M/S OM CONSTRUCTIONS,12-Apr-2026 01:05 PM,Rejected-AOC,L3,21-Apr-2026 03:39 PM,21-Apr-2026,"INR 602,423.8",60.0,Shiv Kumar,21-Apr-2026 03:39 PM,22.pdf (153.00 KB),eo and je,Internal,,Shiv Kumar,20-Apr-2026 06:48 PM,20-Apr-2026 06:55 PM,techsummary_2106433.pdf (108.43 KB),Finance,SUSHIL KUMAR GUPTA CONTRACTOR WINNER,Shiv Kumar,21-Apr-2026 03:33 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,21-Apr-2026 03:37 PM,finsummary_2106433.pdf (152.64 KB),Technical,5 ADMITTED,Shiv Kumar,20-Apr-2026 06:32 PM,,AOC,22-npp sandila me wn24 me gulam ke makan se chapar vali masjid se hote huye guddu machwe wale tak cc sadak va nali nirman karya,22-npp sandila me wn24 me gulam ke makan se chapar vali masjid se hote huye guddu machwe wale tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"7,37,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,23-Mar-2026 02:30 PM,13-Apr-2026 12:00 PM,23-Mar-2026 02:30 PM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 02:30 PM,13-Apr-2026 09:00 AM,20-Apr-2026 06:55 PM,1.0,Fee/PreQual/Technical,.pdf,tech,"62,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1129240_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EO and JE,sandila,737.0,adhishashi adhikari nagar palika parishad,sandila,No,1,DD - Demand Draft,AOC
,,,,,,,,,2.0,6042523.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 05:23 PM,Rejected-AOC,L5,21-Apr-2026 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,,,3.0,6041985.0,M/S SANJAY TIWARI CONTRACTOR,12-Apr-2026 11:35 AM,Rejected-AOC,L2,21-Apr-2026 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,4.0,6040957.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,11-Apr-2026 11:32 AM,Accepted-AOC,L1,21-Apr-2026 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,5.0,6041578.0,RIZWAN AHAMAD THEKEDAR,11-Apr-2026 06:14 PM,Rejected-AOC,L4,21-Apr-2026 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
