EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"19,58,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_13,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Anti Erosion Work Between Km. 18.050 to Km. 18.570 at Betnar A/E Site of Bhojpur-Shahpur Bund on Left Bank of River Rapti in Distt. Siddharthnagar.,Anti Erosion Work Between Km. 18.050 to Km. 18.570 at Betnar A/E Site of Bhojpur-Shahpur Bund on Left Bank of River Rapti in Distt. Siddharthnagar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Siddharthnagar,272153.0,"Superintending Engineer, Gandak Flood Circle, Bast ","Superintending Engineer, Gandak Flood Circle, Basti ",07-Mar-2026 11:00 AM ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti","6,354",Nil,Nil,No,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 01:00 PM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_13,04/SE/2025-26,Anti Erosion Work Between Km. 18.050 to Km. 18.570 at Betnar A/E Site of Bhojpur-Shahpur Bund on Left Bank of River Rapti in Distt. Siddharthnagar.,1,5962237,GHANSHYAM CHAUBAY,12-Mar-2026 04:14 PM,Accepted-AOC,L1,21-Apr-2026 02:12 PM,Surendra Mohan Verma,Internal,J P Singh,Surendra Mohan Verma,27-Mar-2026 08:59 PM,finsummary_2090029.pdf (102.43 KB),Finance,Finance,Surendra Mohan Verma,26-Mar-2026 08:58 PM,finance_2090029.pdf,BOQ Comparative Chart,1.0,5962237.0,GHANSHYAM CHAUBAY,INR,"72,994,253.57",Technical,Fee/PreQual/Technical,Surendra Mohan Verma,22-Mar-2026 11:42 PM,technical_2090029.pdf,27-Mar-2026,"INR 72,994,253.57",90.0,Surendra Mohan Verma,21-Apr-2026 02:12 PM,L_13.pdf (278.00 KB),AOC,Surendra Mohan Verma,Internal,J.P. Singh,Surendra Mohan Verma,23-Mar-2026 12:18 AM,24-Mar-2026 01:00 PM,techsummary_2090029.pdf (1010.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,AOC,,,,,2,5970366,PRATAP CONSTRUCTION COMPANY,13-Mar-2026 02:25 PM,Rejected-Finance,L2,27-Mar-2026 08:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
