Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
22-Apr-2026,"INR 1,852,624.55",120.0,Surya Prakash,22-Apr-2026 04:43 PM,353.pdf (1425.00 KB),1.0,5930458.0,M/S MAA PITAMBARA CONSTRUCTION,INR,"1,852,624.55",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1118324_2,1772/RED DEORIA/E-TENDER/2025-26. DATED 17.01.2026,VIKAS KHAND BARHAJ KE GRAM PANCHAYAT HARNADIH ME MAIN PITCH SADAK SE PRATHAMIK VIDYALAY HOTE HUE RAJKUMAR KE GHAR TKA CC ROAD KA NIRMAN KARYA,1,5930458,M/S MAA PITAMBARA CONSTRUCTION,25-Feb-2026 07:18 PM,Accepted-AOC,Lowest Rate,22-Apr-2026 04:43 PM,Technical,Er. D.K. Kesharwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,11-Mar-2026 04:17 PM,,Er. Surya Prakash,Internal,,Surya Prakash,22-Apr-2026 04:42 PM,finsummary_2078562.pdf (1425.10 KB),Finance,Financial Bid Open,Surya Prakash,23-Mar-2026 03:37 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,19-Mar-2026 03:29 PM,20-Mar-2026 10:00 AM,techsummary_2078562.pdf (1278.66 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1772/RED DEORIA/E-TENDER/2025-26. DATED 17.01.2026,2026_REDUP_1118324_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,VIKAS KHAND BARHAJ KE GRAM PANCHAYAT HARNADIH ME MAIN PITCH SADAK SE PRATHAMIK VIDYALAY HOTE HUE RAJKUMAR KE GHAR TKA CC ROAD KA NIRMAN KARYA,VIKAS KHAND BARHAJ KE GRAM PANCHAYAT HARNADIH ME MAIN PITCH SADAK SE PRATHAMIK VIDYALAY HOTE HUE RAJKUMAR KE GHAR TKA CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"21,88,290",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,"44,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",20-Feb-2026 10:00 AM,27-Feb-2026 02:30 PM,20-Feb-2026 10:00 AM,26-Feb-2026 12:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,26-Feb-2026 12:00 PM,20-Mar-2026 10:00 AM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5930282,M/S MAA SAVITRI CONSTRUCTIONS,25-Feb-2026 06:26 PM,Rejected-Finance,Highest Rate,22-Apr-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC
