EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"29,220",No,fixed,,BDO,Chopan,Vikashkhand Chopan Parisar me khail Maidan ka sundarikaran,Pls Ref Tender Doc.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Rate Contract,90.0,NA ,Chopan,231205.0,NA ,NA ,NA ,BDO Office,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Chopan,29/Lekha/E-Tender/2026-27 Dated-10/04/2026,2026_RDUP_1135886_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,13-Apr-2026 10:00 AM,21-Apr-2026 11:30 AM,13-Apr-2026 10:00 AM,20-Apr-2026 05:00 PM,NA ,NA ,13-Apr-2026 10:00 AM,20-Apr-2026 05:00 PM,21-Apr-2026 02:30 PM,"1,000",BDO,Chopan,No,BDO Chopan,BDO Office Chopan Sonbhadra Uttar Pradesh,AOC,22-Apr-2026,"INR 1,449,912.29",90.0,SATYENDRA KUMAR YADAV,21-Apr-2026 04:34 PM,AOCBlock.pdf (422.00 KB),Aoc,1,6059509,ANJALI ASSOCIATES,20-Apr-2026 04:05 PM,Rejected-Finance,High Rate,21-Apr-2026 04:14 PM,BDO Chopan,Internal,Ajit Kumar Yadav BDO Satyendra Kumar Yadav Accountent Vikesh Patel JE RED,SATYENDRA KUMAR YADAV,21-Apr-2026 02:00 PM,21-Apr-2026 02:30 PM,techsummary_2120783.pdf (488.54 KB),Finance,Financial Evaluation,SATYENDRA KUMAR YADAV,21-Apr-2026 04:11 PM,finance_2120783.pdf,BOQ Comparative Chart,Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Chopan,2026_RDUP_1135886_1,29/Lekha/E-Tender/2026-27 Dated-10/04/2026,Vikashkhand Chopan Parisar me khail Maidan ka sundarikaran,Technical,Technical Evaluation,SATYENDRA KUMAR YADAV,21-Apr-2026 01:55 PM,technical_2120783.pdf,BDO Chopan,Internal,Satyendra Yadav Accountent Vikesh Patel JE RED,SATYENDRA KUMAR YADAV,21-Apr-2026 04:14 PM,finsummary_2120783.pdf (489.05 KB),1.0,6059607.0,M/s MAA VAISHNO ENTERPRISES,INR,"1,449,912.29",AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC,,,,,,,,2,6059607,M/s MAA VAISHNO ENTERPRISES,20-Apr-2026 04:28 PM,Accepted-AOC,Low Rate,21-Apr-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,3,6059691,Rudra Enterprises,20-Apr-2026 04:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Apr-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
