Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,1975 Date 28-03-2026 Work No-5,2026_RDUP_1131552_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,500.0,BDO SIAR,SIAR,No,BDO SIAR,BDO OFFICE SIAR,blaak parisar seeyar ke davaakara haal ka maramt va rangaee putaee kaary,blaak parisar seeyar ke davaakara haal ka maramt va rangaee putaee kaary,NIT ,NA ,"7,00,000",Civil Works,NA ,Tender,90.0,90.0,KP SIAR,221715.0,NA ,NA ,NA ,BDO OFFICE SIAR,No ,No,"14,000",No,percentage,2.0%,BDO SIAR,SIAR,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1,DD - Demand Draft,30-Mar-2026 11:00 AM,06-Apr-2026 04:00 PM,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,NA ,NA ,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,09-Apr-2026 01:00 PM,AOC,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 02:50 PM,finsummary_2111439.pdf (145.56 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,2026_RDUP_1131552_1,1975 Date 28-03-2026 Work No-5,blaak parisar seeyar ke davaakara haal ka maramt va rangaee putaee kaary,Technical,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 11:43 AM,,1.0,6031043.0,VISEN ASSOCIATE,INR,"699,440",09-Apr-2026,"INR 699,440",90.0,FAISAL ALAM,09-Apr-2026 03:09 PM,5.pdf (56.00 KB),AOC,1.0,6030913.0,ASHIRWAD ASSOCIATE,05-Apr-2026 10:20 PM,Rejected-AOC,L3,09-Apr-2026 03:10 PM,Finance,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 01:41 PM,,BOQ Comparative Chart,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 12:38 PM,09-Apr-2026 01:00 PM,techsummary_2111439.pdf (145.56 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2,BC - Bankers Cheque,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6030982.0,MAHADEV ASSOCIATE,05-Apr-2026 10:53 PM,Rejected-AOC,L2,09-Apr-2026 03:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6031043.0,VISEN ASSOCIATE,05-Apr-2026 11:04 PM,Accepted-AOC,L1,09-Apr-2026 03:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
