Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",06/EE/2025-26,2026_UPIDC_1111706_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,"9,000",No,fixed,,Nil,Nil,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",1.0,SBI Bank,795.0,Nil,Nil,No,Clearance of Basthanwa Drain from KM 0.000 to KM 5.100 in District Basti,Clearance of Basthanwa Drain from KM 0.000 to KM 5.100 in District Basti,Please refer Tender documents. ,NA ,"4,59,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,03-Feb-2026 10:00 AM,09-Feb-2026 12:30 PM,03-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,23-Feb-2026 05:00 PM,AOC,Finance,AS PER UPLOAD,Dinesh Mohan,25-Feb-2026 10:52 AM,,BOQ Comparative Chart,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,20-Feb-2026 09:46 PM,23-Feb-2026 05:00 PM,techsummary_2054800.pdf (43.56 KB),Technical,AS PER UPLOAD,Dinesh Mohan,20-Feb-2026 08:36 PM,,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,25-Feb-2026 12:44 PM,finsummary_2054800.pdf (35.64 KB),07-Apr-2026,"INR 187,785",15.0,Dinesh Mohan,07-Apr-2026 04:22 PM,6.pdf (165.00 KB),AOC,1,5844015,devendra kumar pandey,05-Feb-2026 10:17 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,1.0,5853655.0,KALAYANI CONSTRUTION,INR,"187,785","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1111706_6,06/EE/2025-26,Clearance of Basthanwa Drain from KM 0.000 to KM 5.100 in District Basti,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5853655,KALAYANI CONSTRUTION,09-Feb-2026 08:55 AM,Accepted-AOC,AS PER UPLOAD,07-Apr-2026 04:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5850749,KISHAN CONSTRUCTION,07-Feb-2026 09:35 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5853825,Krishna Murari Contruction,09-Feb-2026 10:43 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5852005,M/S AMIT KUMAR SINGH,08-Feb-2026 08:34 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5845195,M/S ANIL KUMAR BARNWAL THEKEDAR,09-Feb-2026 10:27 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5855344,M/S ATULIKA SINGH ENTERPRISES,09-Feb-2026 10:53 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5852488,M/S CHANDRA CONSTRUCTION,08-Feb-2026 09:48 PM,Rejected-Technical,AS PER UPLOAD,20-Feb-2026 09:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5853776,M/S HARIPAL SINGH,09-Feb-2026 12:05 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5854526,M/S NISHU ENTERPRISES,09-Feb-2026 12:37 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 12:44 PM,,,,,,,,,,AOC
