Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
ahiraulee mein pich rod se varma bastee tak jigajaig,ahiraulee mein pich rod se varma bastee tak jigajaig,NIT ,NA ,"7,90,000",Civil Works,NA ,Tender,90.0,90.0,KP PANDAH,277303.0,NA ,NA ,NA ,BDO OFFICE PANDAH,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,1086 Date 21-03-2026 Lot no - 11,2026_RDUP_1128937_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,BDO PANDAH,BDO OFFICE PANDAH,354.0,BDO PANDAH,PANDAH,No,"15,800",No,fixed,,BDO PANDAH,PANDAH,23-Mar-2026 11:00 AM,30-Mar-2026 04:00 PM,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,NA ,NA ,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,16-Apr-2026 10:00 AM,AOC,Technical,Bid Opening Summary,SRAWAN PRASAD GUPTA,15-Apr-2026 05:39 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,2026_RDUP_1128937_1,1086 Date 21-03-2026 Lot no - 11,ahiraulee mein pich rod se varma bastee tak jigajaig,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,17-Apr-2026 06:13 PM,finsummary_2105757.pdf (81.52 KB),1.0,6014473.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"789,368",1.0,6019226.0,DIWAN YADAV,29-Mar-2026 06:26 PM,Rejected-AOC,L2,18-Apr-2026 01:17 PM,17-Apr-2026,"INR 789,368",90.0,SRAWAN PRASAD GUPTA,18-Apr-2026 01:17 PM,11.pdf (58.00 KB),aoc,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,15-Apr-2026 06:04 PM,16-Apr-2026 10:00 AM,techsummary_2105757.pdf (81.52 KB),Finance,Bid Opening Summary,SRAWAN PRASAD GUPTA,17-Apr-2026 05:57 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6014473.0,RUDRA CONSTRUCTION & SUPPLIERS,27-Mar-2026 07:44 PM,Accepted-AOC,L1,18-Apr-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6019004.0,SRI ABHAY NARAYAN YADAV,29-Mar-2026 05:57 PM,Rejected-AOC,L3,18-Apr-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
