Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-May-2026 05:36 PM,25-Feb-2026 12:00 PM,techsummary_2066216.pdf (420.02 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Feb-2026 12:07 PM,technical_2066216.pdf,07-Mar-2026,"INR 235,745.73",180.0,Sujit Kumar Sinha,13-Apr-2026 05:24 PM,Document2.pdf (26.00 KB),1,5879358,M/s Mangal Enterprises,19-Feb-2026 07:47 PM,Rejected-Finance,High,26-Feb-2026 05:36 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_42,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Gramsabha Ekghara me Salikram ke ghar ke paas Hanuman Mandir par highmask light sthapna karya-Shivpur_42,1.0,5884066.0,M/s Sandeep Kumar Agarwal,INR,"235,745.73",Finance,Financial bid open,Sujit Kumar Sinha,25-Feb-2026 04:54 PM,finance_2066216.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-Feb-2026 04:42 PM,finsummary_2066216.pdf (45.28 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_42,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,596.0,Nil,Nil,No,"4,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid document,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",11-Feb-2026 12:00 PM,20-Feb-2026 12:30 PM,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,Gramsabha Ekghara me Salikram ke ghar ke paas Hanuman Mandir par highmask light sthapna karya-Shivpur_42,Gramsabha Ekghara me Salikram ke ghar ke paas Hanuman Mandir par highmask light sthapna karya-Shivpur_42,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,AOC
,,,,,,,,,,,,,,,,,,2,5884066,M/s Sandeep Kumar Agarwal,17-Feb-2026 11:56 PM,Accepted-AOC,AOC,13-Apr-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
