Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2687/RED/PVN-Harriya/2025-26 Dt. 17.02.26,2026_REDUP_1129958_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"20,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Harriya Nahar Pul se Khamhariya Sampark Marg tak Cc road nirman karya,Harriya Nahar Pul se Khamhariya Sampark Marg tak Cc road nirman karya,as per sbd ,NA ,"9,76,000",Civil Works,NA ,Tender,90.0,90.0,works,272001.0,NA ,NA ,NA ,O/O EE REDBASTI,No ,No,25-Mar-2026 12:00 PM,02-Apr-2026 12:30 PM,25-Mar-2026 12:00 PM,02-Apr-2026 12:00 PM,25-Mar-2026 12:00 PM ,02-Apr-2026 12:00 PM ,25-Mar-2026 12:00 PM,02-Apr-2026 12:00 PM,11-Apr-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,technical,EE REDBASTI,O/O EE REDBASTI,AOC,Technical,c,Ankur Verma,09-Apr-2026 11:48 AM,,ER ANKUR VERMA,Internal,EE,Ankur Verma,13-Apr-2026 01:21 PM,finsummary_2107897.pdf (21.97 KB),Finance,c,Ankur Verma,13-Apr-2026 12:45 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,09-Apr-2026 12:13 PM,11-Apr-2026 12:00 PM,techsummary_2107897.pdf (254.58 KB),28-Apr-2026,"INR 975,418.79",90.0,Ankur Verma,28-Apr-2026 11:49 AM,boqcomparativechart7.pdf (22.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2026_REDUP_1129958_7,2687/RED/PVN-Harriya/2025-26 Dt. 17.02.26,Harriya Nahar Pul se Khamhariya Sampark Marg tak Cc road nirman karya,1.0,6006848.0,M/S SUSHAMA PANDEY CONTRACTOR,INR,"975,418.79",1,6007123,M/S KRISHNA KUMAR PANDEY CONTRACTOR,31-Mar-2026 01:01 AM,Rejected-Finance,R,13-Apr-2026 01:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6006848,M/S SUSHAMA PANDEY CONTRACTOR,30-Mar-2026 11:37 PM,Accepted-AOC,a,28-Apr-2026 11:49 AM,AOC
