Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"18,000",No,fixed,,BDO CHILKAHAR,CHILKAHAR,04-Apr-2026 03:00 PM,15-Apr-2026 04:00 PM,04-Apr-2026 03:00 PM,15-Apr-2026 03:00 PM,NA ,NA ,04-Apr-2026 03:00 PM,15-Apr-2026 03:00 PM,16-Apr-2026 10:00 AM,BDO CHILKAHAR,BDO OFFICE CHILKAHAR,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,1224 Date 28-03-2026 Work No 5,2026_RDUP_1133228_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"khand vikaas adhikaaree chilakahar aavaas e0see0pee0,vaal painal va any kaary.","khand vikaas adhikaaree chilakahar aavaas e0see0pee0,vaal painal va any kaary.",NIT ,NA ,"9,00,000",Civil Works,NA ,Tender,90.0,90.0,KP CHILKAHAR,221701.0,NA ,NA ,NA ,BDO OFFICE CHILKAHAR,No ,No,1,DD - Demand Draft,500.0,BDO CHILKAHAR,CHILKAHAR,No,AOC,Technical,Bid Opening Summary,VINOD KUMAR BIND,15-Apr-2026 06:56 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,2026_RDUP_1133228_1,1224 Date 28-03-2026 Work No 5,"khand vikaas adhikaaree chilakahar aavaas e0see0pee0,vaal painal va any kaary.","VINOD KUMAR BIND, BDO PC BARANWAL, JE RED SURESH KUMAR, ACCOUNTANT",Internal,,VINOD KUMAR BIND,16-Apr-2026 07:56 PM,finsummary_2115308.pdf (201.39 KB),1.0,6045120.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,INR,"899,190",1.0,6048435.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,15-Apr-2026 11:57 AM,Rejected-AOC,L3,17-Apr-2026 03:29 PM,16-Apr-2026,"INR 899,190",90.0,VINOD KUMAR BIND,17-Apr-2026 03:29 PM,5.pdf (57.00 KB),AOC,"VINOD KUMAR BIND, BDO PC BARANWAL, JE RED SURESH KUMAR, ACCOUNTANT",Internal,,VINOD KUMAR BIND,15-Apr-2026 07:14 PM,16-Apr-2026 10:00 AM,techsummary_2115308.pdf (201.39 KB),Finance,Bid Opening Summary,VINOD KUMAR BIND,16-Apr-2026 07:34 PM,,BOQ Comparative Chart,AOC
2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6045207.0,MAA ENTERPRISES,14-Apr-2026 01:04 AM,Rejected-AOC,L2,17-Apr-2026 03:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6045120.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,13-Apr-2026 11:48 PM,Accepted-AOC,L1,17-Apr-2026 03:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
