Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,Tender Open,RAJESH KUMAR,11-Feb-2026 04:31 PM,finance_2034610.pdf,BOQ Comparative Chart,28-Apr-2026,"INR 740,625",45.0,RAJESH KUMAR,28-Apr-2026 01:13 PM,528.pdf (492.00 KB),Work order,1.0,5793674.0,A.R.V. INFRA,INR,"740,625","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103278_1,528/A.A.3/25-26,"Imp. Of Naming board for corporator residence in ward 84,38,14,39,77,18,92,88,65 in Zone 03",1,5794647,ANSH CONSTRUCTION,08-Jan-2026 11:17 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",11-Feb-2026 04:42 PM,C.E.,Internal,,RAJESH KUMAR,11-Feb-2026 04:37 PM,techsummary_2034610.pdf (687.42 KB),C.E.,Internal,,RAJESH KUMAR,11-Feb-2026 04:42 PM,finsummary_2034610.pdf (687.42 KB),AOC,"Imp. Of Naming board for corporator residence in ward 84,38,14,39,77,18,92,88,65 in Zone 03","Imp. Of Naming board for corporator residence in ward 84,38,14,39,77,18,92,88,65 in Zone 03",Please refer Tender documents. ,NA ,"8,71,324",Civil Works,NA ,Tender,45.0,NA ,Imp. Of Naming board for corporator residence in,208040.0,NA ,NA ,NA ,C.E.3,No ,No,"1,180",Nil,Nil,No,C.E.3,Zone 3,"Kanpur Municipal Corporation, Kanpur, UP",528/A.A.3/25-26,2026_NNKAN_1103278_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"87,132",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,01-Jan-2026 06:00 PM,08-Jan-2026 04:00 PM,01-Jan-2026 06:00 PM,08-Jan-2026 03:00 PM,NA ,NA ,01-Jan-2026 06:00 PM,08-Jan-2026 03:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5793674,A.R.V. INFRA,07-Jan-2026 05:53 PM,Accepted-AOC,L1,28-Apr-2026 01:13 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5794946,KAMLESH CONSTRUCTION COMPANY,08-Jan-2026 01:05 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",11-Feb-2026 04:42 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,5794709,M/S Ayush enterprises,08-Jan-2026 11:48 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",11-Feb-2026 04:42 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,5793713,SHOBHAN ART,07-Jan-2026 06:11 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",11-Feb-2026 04:42 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,5793629,SHREE BALA JI CONSTRUCTION,07-Jan-2026 05:34 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",11-Feb-2026 04:42 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
