Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,231/nperach/NarsinghTalab,2026_DOLBU_1135057_1,Yes,Open Tender,Percentage,Goods,2.0,No,No,Offline,No,No,No,NAGAR PANCHAYAT ERACH ME NARSINGH TALAB SAUNDARYI KARAN KA KARY,NAGAR PANCHAYAT ERACH ME NARSINGH TALAB SAUNDARYI KARAN KA KARY,Please refer Tender documents. ,NA ,48.0,Civil Construction Goods,TALAB SAUNDARYIKARAN ,Tender,90.0,NA ,WORK,284302.0,NA ,NA ,NA ,NAGAR PANCHAYAT ERACH,No ,No,1.0,Fee/PreQual/Technical,.pdf,nic,"97,000",No,fixed,,EO,NP ERACH,1,DD - Demand Draft,EXECUTIVE OFFICER,NP ERACH,"5,000",EO,NP ERACH,No,10-Apr-2026 12:00 PM,21-Apr-2026 12:00 PM,10-Apr-2026 12:00 PM,20-Apr-2026 06:00 PM,NA ,NA ,10-Apr-2026 12:00 PM,20-Apr-2026 06:00 PM,21-Apr-2026 12:40 PM,AOC,Finance,admitted,Dharmendra Kumar,21-Apr-2026 01:02 PM,finance_2119105.pdf,BOQ Comparative Chart,executive officer,Internal,executive officer,Ajay Kumar Yadav,21-Apr-2026 12:37 PM,21-Apr-2026 12:40 PM,techsummary_2119105.pdf (1235.57 KB),Technical,ADMITTED,Dharmendra Kumar,21-Apr-2026 12:15 PM,,executive officer,Internal,executive officer,Ajay Kumar Yadav,21-Apr-2026 01:09 PM,finsummary_2119105.pdf (1498.50 KB),21-Apr-2026,"INR 4,087,547.3",90.0,Ajay Kumar Yadav,21-Apr-2026 01:17 PM,financial.pdf (1498.00 KB),WORK ORDER,1.0,6058335.0,MADHAV ENTERPRISES,20-Apr-2026 10:40 AM,Accepted-AOC,L1,21-Apr-2026 01:17 PM,Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,2026_DOLBU_1135057_1,231/nperach/NarsinghTalab,NAGAR PANCHAYAT ERACH ME NARSINGH TALAB SAUNDARYI KARAN KA KARY,1.0,6058335.0,MADHAV ENTERPRISES,INR,"4,087,547.3",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6057319.0,MANJU ENTERPRISES,19-Apr-2026 09:09 PM,Rejected-AOC,L3,21-Apr-2026 01:17 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6058016.0,MANYA CONSTRUCTION COMPANY,20-Apr-2026 06:02 AM,Rejected-AOC,L2,21-Apr-2026 01:17 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
