S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,1038/RED/Chandauli/25-26 Date-20-01-2026,2026_REDUP_1128536_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,"1,016",Nil,Nil,No,"30,000",No,fixed,,Nil,Nil,20-Mar-2026 06:10 PM,28-Mar-2026 12:30 PM,20-Mar-2026 06:10 PM,28-Mar-2026 12:00 PM,NA ,NA ,20-Mar-2026 06:10 PM,28-Mar-2026 12:00 PM,07-Apr-2026 11:00 AM,EE RED Chandauli,EE RED Chandauli,Vikash Khand Chahaniya ke B.R.C. ka Brihad marammat karya.,Vikash Khand Chahaniya ke B.R.C. ka Brihad marammat karya.,Please refer Tender documents. ,NA ,"15,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Chahaniya,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,AOC,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,30-Mar-2026 06:48 PM,07-Apr-2026 11:00 AM,techsummary_2104861.pdf (467.33 KB),Finance,bids rcd,Aniruddh Kumar Yadav,07-Apr-2026 01:16 PM,,BOQ Comparative Chart,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,10-Apr-2026 11:25 AM,finsummary_2104861.pdf (278.85 KB),Technical,bids received,Aniruddh Kumar Yadav,30-Mar-2026 04:49 PM,,1.0,6014425.0,M/S OM SAI CONSTRUCTION,INR,"1,106,041",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1128536_1,1038/RED/Chandauli/25-26 Date-20-01-2026,Vikash Khand Chahaniya ke B.R.C. ka Brihad marammat karya.,1,6014425,M/S OM SAI CONSTRUCTION,27-Mar-2026 06:50 PM,Accepted-AOC,Lowest bidder,13-Apr-2026 05:54 PM,10-Apr-2026,"INR 1,106,041",90.0,Aniruddh Kumar Yadav,13-Apr-2026 05:53 PM,BRCChahaniya.pdf (926.00 KB),AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6004178,SIDDHARTH CONSTRUCTION AND SUPPLIERS,24-Mar-2026 05:04 PM,Rejected-Finance,Reject due to higher rate,10-Apr-2026 11:25 AM,,,,,,,AOC
