Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,03-Apr-2026 11:01 AM,04-Apr-2026 11:30 AM,techsummary_2083832.pdf (258.45 KB),16-Apr-2026,"INR 10,603,923.74",180.0,Kishan Singh,16-Apr-2026 11:22 AM,img04162026_0005.pdf (251.00 KB),Quoted amount 8986376.05 GST 18 Percent 1617547.69 Total 10603923.74,Technical,Admitted,Kishan Singh,03-Apr-2026 10:57 AM,technical_2083832.pdf,1.0,5950795.0,M/S KAMAL DEV UPADHYAY,INR,"10,603,923.74",Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,16-Apr-2026 11:18 AM,finsummary_2083832.pdf (220.77 KB),Finance,Admitted,Kishan Singh,16-Apr-2026 11:13 AM,finance_2083832.pdf,BOQ Comparative Chart,Gorakhpur Development Authority,2026_GORDA_1119902_10,41/GDA/2025-26/11022026,"Construction of CC roads and RCC drains in various lanes in Ward No. 11, Bargaon, from next to Gorakhpur Public School to the house of Advocate K.K. Tiwari.",1,5949485,AMBEY ENETRPRISES,05-Mar-2026 09:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Apr-2026 10:57 AM,AOC,"2,950",Nil,Nil,No,"Construction of CC roads and RCC drains in various lanes in Ward No. 11, Bargaon, from next to Gorakhpur Public School to the house of Advocate K.K. Tiwari.",Please refer Tender documents,Please refer Tender documents. ,NA ,"1,25,77,153",Civil Works,NA ,Tender,90.0,180.0,"Ward No. 11, Gorakhpur.",273001.0,NA ,NA ,NA ,GDA Office,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,26-Feb-2026 02:00 PM,06-Mar-2026 03:30 PM,26-Feb-2026 02:00 PM,06-Mar-2026 02:30 PM,26-Feb-2026 02:00 PM ,06-Mar-2026 12:00 PM ,26-Feb-2026 02:00 PM,06-Mar-2026 02:30 PM,04-Apr-2026 11:30 AM,Excutive Engineer,"GDA Office, Taramandal, Gorakhpu.","6,29,000",No,fixed,,Nil,Nil,Gorakhpur Development Authority,41/GDA/2025-26/11022026,2026_GORDA_1119902_10,Yes,Open Limited,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5951648,H.S.CONSTRUCTION,06-Mar-2026 02:13 PM,Rejected-Finance,High Amount Quoted,16-Apr-2026 11:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5949615,M/S DIVYA CONSTRUCTION,05-Mar-2026 09:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Apr-2026 10:57 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5951003,M/S GANGESH TRADERS,06-Mar-2026 11:51 AM,Rejected-Finance,High Amount Quoted,16-Apr-2026 11:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5950795,M/S KAMAL DEV UPADHYAY,06-Mar-2026 11:04 AM,Accepted-AOC,Qualified,16-Apr-2026 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5950497,M/s Maa Jyoti Associates,06-Mar-2026 02:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Apr-2026 10:57 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5937516,M/S SRI BALA JI ASSOCIATES,03-Mar-2026 01:01 PM,Rejected-Finance,High Amount Quoted,16-Apr-2026 11:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
