Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
15-Apr-2026,"INR 3,296,472",60.0,Rajendra Nath Chaturvedi,30-Apr-2026 10:18 PM,AOC_1697_01.pdf (280.00 KB),1,6016260,M/s Mannat Construction,28-Mar-2026 06:52 PM,Accepted-AOC,Accepted,30-Apr-2026 10:12 PM,1.0,6016260.0,M/s Mannat Construction,INR,"3,296,472",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1127280_1,1697_01/Mpy/KHERI/2025-26,Installation work of 6way semi-high mast lights at 09 locations in block Ramiyabehar and 12 locations in block Dhaurahra total 21 Nos. in district Lakhimpur Kheri.,Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,06-Apr-2026 01:43 PM,finance_2102460.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,01-Apr-2026 09:29 PM,04-Apr-2026 12:00 PM,techsummary_2102460.pdf (652.99 KB),Technical,Recommended for Technical Evaluation,Hemant Saxena,01-Apr-2026 05:57 PM,technical_2102460.pdf,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,08-Apr-2026 12:25 PM,finsummary_2102460.pdf (363.54 KB),AOC,1.0,SBI Bank,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,24-Mar-2026 12:00 PM,30-Mar-2026 12:30 PM,24-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,NA ,NA ,24-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,04-Apr-2026 12:00 PM,"67,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical PDF,Installation work of 6way semi-high mast lights at 09 locations in block Ramiyabehar and 12 locations in block Dhaurahra total 21 Nos. in district Lakhimpur Kheri.,Installation work of 6way semi-high mast lights at 09 locations in block Ramiyabehar and 12 locations in block Dhaurahra total 21 Nos. in district Lakhimpur Kheri.,Please Refer Tender Document ,NA ,"33,13,600",Electrical Work/ Equipment,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,1697_01/Mpy/KHERI/2025-26,2026_REDUP_1127280_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,,,2,6016428,SWIKRIT CONSTRUCTIONS,28-Mar-2026 09:09 PM,Rejected-Finance,2nd Lowest Bidder,08-Apr-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
