Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
07-Apr-2026,"INR 1,843,078",90.0,Anjneya Mishra,10-Apr-2026 01:20 PM,9maheshwarcm.pdf (392.00 KB),Mahewar Pratap Singh,1.0,5995949.0,MAHESHWAR PRATAP SINGH,INR,"1,843,078",Directorate of Local Bodies UP||Nagar Panchayat Pipiganj Gorakhpur,2026_DOLBU_1119508_9,1200_NP Pipiganj_23-02-2026,Ward No. 14 me RCC Covered Nali and CC Road Work,1,5995949,MAHESHWAR PRATAP SINGH,22-Mar-2026 02:34 PM,Accepted-AOC,L1,10-Apr-2026 01:21 PM,Finance,3 Bids,Anjneya Mishra,06-Apr-2026 11:50 AM,finance_2081800.pdf,BOQ Comparative Chart,Anjneya Mishra,Internal,"Pravin Gupta, Vivek Shrivastwa",Anjneya Mishra,30-Mar-2026 05:13 PM,30-Mar-2026 05:15 PM,techsummary_2081800.pdf (3542.82 KB),Technical,3 Bids,Anjneya Mishra,30-Mar-2026 01:38 PM,technical_2081800.pdf,Anjneya Mishra,Internal,"Praving Gupta, Vivek Shrivastwa",Anjneya Mishra,06-Apr-2026 12:42 PM,finsummary_2081800.pdf (2094.28 KB),AOC,"1,84,400",No,percentage,10.0%,Nagar Panchayat Pipiganj,Gorakhpur,Executive Officer,Nagar Panchayat Pipiganj Gorakhpur,Directorate of Local Bodies UP||Nagar Panchayat Pipiganj Gorakhpur,1200_NP Pipiganj_23-02-2026,2026_DOLBU_1119508_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Ward No. 14 me RCC Covered Nali and CC Road Work,Ward No. 14 me RCC Covered Nali and CC Road Work,Please refer Tender documents. ,NA ,"18,44,000",Civil Works,NA ,Tender,90.0,NA ,Nagar Panchayat Pipiganj,273165.0,NA ,NA ,NA ,Nagar Panchayat Pipiganj,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,850",Nagar Panchayat Pipiganj,Gorakhpur,No,1.0,RTGS - RTGS Payment,24-Feb-2026 05:00 PM,23-Mar-2026 03:00 PM,24-Feb-2026 05:00 PM,23-Mar-2026 03:00 PM,NA ,NA ,24-Feb-2026 05:00 PM,23-Mar-2026 03:00 PM,30-Mar-2026 05:15 PM,1.0,Date Change,Date,,AOC
,,,,,,,,,,,,,,,,2,5995993,M/S MAA LAXMI CONSTRUCTION,22-Mar-2026 02:44 PM,Rejected-Finance,L3,06-Apr-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,Corrigendum Suchana,Other,,AOC
,,,,,,,,,,,,,,,,3,5995869,M/s SAI ASSOCIATES,22-Mar-2026 02:15 PM,Rejected-Finance,L2,06-Apr-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
