Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1115412_1,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAMSABHA KONHWALIYA BABURAI KE MUKHYA SADAK SE CC KARYA,1.0,5868929.0,Rana Vikramaditya Singh,INR,"877,947.15",1,5872894,MADAN PAL SINGH,16-Feb-2026 11:15 AM,Rejected-Finance,Highest Rate,17-Apr-2026 06:15 PM,17-Apr-2026,"INR 877,947.15",120.0,Surya Prakash,17-Apr-2026 06:17 PM,314.pdf (1558.00 KB),Er. Surya Prakash,Internal,,Kanhaiya Lal,19-Mar-2026 02:55 PM,19-Mar-2026 04:00 PM,techsummary_2069563.pdf (851.46 KB),Finance,Financial Bid Open,Surya Prakash,19-Mar-2026 06:54 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,17-Apr-2026 06:15 PM,finsummary_2069563.pdf (1557.88 KB),Technical,Technical Bid Open,Surya Prakash,20-Feb-2026 06:06 PM,,AOC,"21,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1115412_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,GRAMSABHA KONHWALIYA BABURAI KE MUKHYA SADAK SE CC KARYA,GRAMSABHA KONHWALIYA BABURAI KE MUKHYA SADAK SE CC KARYA,Please Refer Tender Document ,NA ,"10,36,310",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1.0,SBI Bank,13-Feb-2026 10:00 AM,20-Feb-2026 02:30 PM,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,19-Mar-2026 04:00 PM,AOC
,,,,,,,,,2,5868929,Rana Vikramaditya Singh,15-Feb-2026 05:00 PM,Accepted-AOC,Lowest Rate,17-Apr-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
