Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
24-Apr-2026,"INR 1,314,754.36",90.0,MANOJ KUMAR SINGH,24-Apr-2026 03:25 PM,1124129.pdf (1129.00 KB),DAte of Start Date of Comp,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1124129_1,1924/RED/Tender/ST/2025-26 Dt 12.02.2026,Drain slab and CC road from the Chak Marg of Kamlesh Yadav s farm to Chandrika Yadav house in village Ahopatti-1,1.0,5985251.0,Shivam Prabha Construction,INR,"1,314,754.36",1.0,5985265.0,M/s KAMLESH YADAV,18-Mar-2026 02:37 PM,Rejected-AOC,Highest Rate,24-Apr-2026 03:25 PM,Finance,fin,MANOJ KUMAR SINGH,24-Apr-2026 03:20 PM,finance_2094820.pdf,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,07-Apr-2026 01:04 PM,07-Apr-2026 03:00 PM,techsummary_2094820.pdf (1513.46 KB),Technical,tec,MANOJ KUMAR SINGH,07-Apr-2026 12:47 PM,technical_2094820.pdf,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,26-May-2026 05:19 PM,finsummary_2094820.pdf (1513.46 KB),AOC,1.0,SBI Bank,Drain slab and CC road from the Chak Marg of Kamlesh Yadav s farm to Chandrika Yadav house in village Ahopatti-1,Drain slab and CC road from the Chak Marg of Kamlesh Yadav s farm to Chandrika Yadav house in village Ahopatti-1,Please Refer Tender Document ,NA ,"15,52,000",Civil Works,NA ,Tender,90.0,NA ,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,"31,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,1924/RED/Tender/ST/2025-26 Dt 12.02.2026,2026_REDUP_1124129_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,12-Mar-2026 12:00 PM,19-Mar-2026 01:00 PM,12-Mar-2026 12:00 PM,19-Mar-2026 12:00 PM,12-Mar-2026 12:00 PM ,19-Mar-2026 12:00 PM ,12-Mar-2026 12:00 PM,19-Mar-2026 12:00 PM,07-Apr-2026 03:00 PM,"1,194",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,AOC
,,,,,,,,,,,,,,,,2.0,5985251.0,Shivam Prabha Construction,18-Mar-2026 02:57 PM,Accepted-AOC,Lowet Rate,24-Apr-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FinancialDocument,AOC
