Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
14-Apr-2026,"INR 4,969,784.15",180.0,Dileep Shukla,14-Apr-2026 09:30 AM,1416_9.pdf (153.00 KB),1,5936993,M/S ASHNAND SINGH,27-Feb-2026 12:01 PM,Accepted-AOC,AOC,14-Apr-2026 09:30 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1118017_9,1416/SE RED Gorakhpur/Gorakhpur/25-26 Dt 04/02/2026,"Under District Gorakhpur, Construction of CC road from the house of Arun Tiwari, Mahesh Maurya in Ward No. 18 Pawan Vihar Colony to the residence of Sanju Paswan and Kedarnath Mishra house in Sinhasanpur, Lot No 9",1.0,5936993.0,M/S ASHNAND SINGH,INR,"4,969,784.15",Finance,Summary,Dileep Shukla,13-Mar-2026 02:37 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katyayani Prasad DAO RED Gorakhpur",Dileep Shukla,12-Mar-2026 07:46 PM,13-Mar-2026 12:00 PM,techsummary_2077863.pdf (7951.07 KB),Technical,Summary,Dileep Shukla,06-Mar-2026 12:56 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,14-Apr-2026 09:26 AM,finsummary_2077863.pdf (152.87 KB),AOC,"2,714",Nil,Nil,No,"Under District Gorakhpur, Construction of CC road from the house of Arun Tiwari, Mahesh Maurya in Ward No. 18 Pawan Vihar Colony to the residence of Sanju Paswan and Kedarnath Mishra house in Sinhasanpur, Lot No 9","Under District Gorakhpur, Construction of CC road from the house of Arun Tiwari, Mahesh Maurya in Ward No. 18 Pawan Vihar Colony to the residence of Sanju Paswan and Kedarnath Mishra house in Sinhasanpur, Lot No 9",Please refer Tender documents. ,NA ,"49,72,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",24-Feb-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,"99,440",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,19-Feb-2026 11:00 AM,06-Mar-2026 12:30 PM,19-Feb-2026 11:00 AM,05-Mar-2026 12:00 PM,NA ,NA ,19-Feb-2026 11:00 AM,05-Mar-2026 12:00 PM,13-Mar-2026 12:00 PM,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,1416/SE RED Gorakhpur/Gorakhpur/25-26 Dt 04/02/2026,2026_REDUP_1118017_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,AOC
,,,,,,2,5937189,M/S BUDDHI SAGAR SINGH,27-Feb-2026 12:20 PM,Rejected-Finance,Rejected,14-Apr-2026 09:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),AOC
