S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1500/RED/Tender/2025-26,2026_REDUP_1111346_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-Feb-2026 10:00 AM,07-Feb-2026 12:30 PM,02-Feb-2026 10:00 AM,07-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 10:00 AM,07-Feb-2026 12:00 PM,12-Feb-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,Technical,EE RED Sitapur,"Vikas Bhawan, Sitapur","Laying of Interlocking and Construction of R.C.C. drain from Nityanand shop to Sarvesh Master house via Santosh Mishra house, Block- Biswan","Laying of Interlocking and Construction of R.C.C. drain from Nityanand shop to Sarvesh Master house via Santosh Mishra house, Block- Biswan",Please refer Tender documents. ,NA ,"10,56,086",Civil Works,NA ,Tender,90.0,90.0,"Biswan, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,857.0,Nil,Nil,No,"22,000",No,fixed,,Nil,Nil,AOC,Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,12-Feb-2026 05:15 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,11-Feb-2026 04:19 PM,12-Feb-2026 12:30 PM,techsummary_2053055.pdf (339.33 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,07-Feb-2026 04:11 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,22-Mar-2026 04:51 PM,finsummary_2053055.pdf (526.02 KB),27-Mar-2026,"INR 1,055,453",90.0,Gyanendra Kumar,06-Apr-2026 07:14 PM,236.pdf (362.00 KB),1,5842955,M/S KALPNA DEVI,04-Feb-2026 05:04 PM,Rejected-Finance,Higher Rate Quoted,22-Mar-2026 04:51 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1111346_3,1500/RED/Tender/2025-26,"Laying of Interlocking and Construction of R.C.C. drain from Nityanand shop to Sarvesh Master house via Santosh Mishra house, Block- Biswan",1.0,5845169.0,SK Construction and Supplier,INR,"1,055,453",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5845169,SK Construction and Supplier,05-Feb-2026 05:42 PM,Accepted-AOC,L1,06-Apr-2026 07:14 PM,,,,,,,,,,AOC
