Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",2026_UPIDC_1122433_3,03/SE/2025-26,"Work of restoration of anti-erosion project for protection of villages Ratouli, Rampurwa, Belwa, Patti and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from erosion of Sharda river (Lot No.-03)",1.0,5971222.0,GSB DEVELOPERS PRIVATE LIMITED,INR,"20,717,609.4",1,5971222,GSB DEVELOPERS PRIVATE LIMITED,15-Mar-2026 07:19 PM,Accepted-AOC,DUE TO LOWEST RATE,18-Apr-2026 11:28 AM,04-Apr-2026,"INR 20,717,609.4",90.0,NEELESH KUMAR JAIN,18-Apr-2026 11:27 AM,AOCdoc3.pdf (179.00 KB),S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,04-Apr-2026 03:14 PM,finsummary_2090268.pdf (495.30 KB),Technical,03 technical bid found and all 03 admitted,NEELESH KUMAR JAIN,19-Mar-2026 01:50 PM,technical_2090268.pdf,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,19-Mar-2026 02:02 PM,23-Mar-2026 10:00 AM,techsummary_2090268.pdf (525.29 KB),Finance,03 financial bid found and all 03 bid admitted,NEELESH KUMAR JAIN,04-Apr-2026 11:20 AM,finance_2090268.pdf,BOQ Comparative Chart,AOC,"6,64,000",No,fixed,,Nil,Nil,"2,715",Nil,Nil,No,09-Mar-2026 12:00 PM,16-Mar-2026 03:00 PM,09-Mar-2026 12:00 PM,16-Mar-2026 02:00 PM,NA ,NA ,09-Mar-2026 12:00 PM,16-Mar-2026 02:00 PM,23-Mar-2026 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",03/SE/2025-26,2026_UPIDC_1122433_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical document,1.0,SBI Bank,"Work of restoration of anti-erosion project for protection of villages Ratouli, Rampurwa, Belwa, Patti and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from erosion of Sharda river (Lot No.-03)","Work of restoration of anti-erosion project for protection of villages Ratouli, Rampurwa, Belwa, Patti and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from erosion of Sharda river (Lot No.-03)",Please refer Tender documents. ,NA ,"3,31,71,000",Civil Works,NA ,Tender,90.0,90.0,Sitapur,261001.0,Sitapur ,Irrigation Works Circle Sitapur ,09-Mar-2026 12:00 PM ,Sitapur,No ,No,Superintending Engineer,Irrigation Works Circle Sitapur,AOC
,,,,,,,,,2,5975203,M/S RAJ CONSTRUCTION,15-Mar-2026 07:11 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5971097,M/S SRI RAM TRADERS,14-Mar-2026 11:47 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
