Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
28-Mar-2026,"INR 10,002,874",90.0,CHANDRABHAN YADAV,02-Apr-2026 06:41 PM,(0.00 KB),AOC,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,2026_UPIDC_1121954_6,06/SE/SRE/2025-26,Lot-06,1.0,5960392.0,MOHD RIZWAN CONTRACTOR,INR,"10,002,874",1,5960392,MOHD RIZWAN CONTRACTOR,14-Mar-2026 08:15 PM,Accepted-AOC,L1,02-Apr-2026 06:41 PM,Finance,SUMMARY UPLOAD IN FINANCIAL EVALUATION,CHANDRABHAN YADAV,27-Mar-2026 05:34 PM,,BOQ Comparative Chart,"C.B. YADAV, SE",Internal,"B.P.SINGH, SE, RAMBABU, EE",CHANDRABHAN YADAV,21-Mar-2026 04:47 PM,23-Mar-2026 02:30 PM,techsummary_2088558.pdf (507.65 KB),Technical,SUMMARY UPLOAD IN TECHNICAL EVALUATION,CHANDRABHAN YADAV,21-Mar-2026 04:18 PM,,"C.B. YADAV, SE",Internal,"B.P.SINGH, SE, RAMBABU, EE",CHANDRABHAN YADAV,27-Mar-2026 06:09 PM,finsummary_2088558.pdf (190.06 KB),AOC,SE IWC SAHARANPUR,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR,Lot-06,Anti-Erosion work for flood protection of Different Villages situated at banks of River Chacha Rao and Solani in Tehsil Behat Distt. Saharanpur.,Please refer Tender documents. ,NA ,"1,35,17,000",Civil Works,NA ,Tender,90.0,90.0,SAHARANPUR,247001.0,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,10-Mar-2026 02:00 PM ,OFFICE OF THE SE IWC SAHARANPUR,No ,No,1,Fee/PreQual/Technical,.pdf,Tender Documents,"2,714",Nil,Nil,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,06/SE/SRE/2025-26,2026_UPIDC_1121954_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Date and Time,Date,,06-Mar-2026 11:30 AM,17-Mar-2026 11:00 AM,06-Mar-2026 11:30 AM,16-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 11:30 AM,16-Mar-2026 05:00 PM,23-Mar-2026 02:30 PM,1.0,SBI Bank,"2,71,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,5976219,M/S R.K. GUPTA AND SONS HUF,16-Mar-2026 02:38 PM,Rejected-Finance,L2,27-Mar-2026 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
