S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
1.0,5997763.0,M/S PANKJA CONSTRUCTION,INR,"2,164,868",Directorate of Local Bodies UP||Nagar Palika Parishad Haata Kushinagar,2026_DOLBU_1122776_1,700-9,Construction Of RCC Drain And Slab,1,5999178,A K ASSOCIATE,23-Mar-2026 12:47 PM,Rejected-Finance,Highest BID,10-Apr-2026 12:43 PM,10-Apr-2026,"INR 2,164,868",90.0,Meenu Singh,10-Apr-2026 12:48 PM,F9.pdf (216.00 KB),Crate Agreement On Stamp Paper and Complete the job 90 days,Meenu Singh,Internal,E O NPP Hata J E NPP Hata,Meenu Singh,10-Apr-2026 12:43 PM,finsummary_2091094.pdf (234.76 KB),Technical,Technical Bid opening summary,Meenu Singh,29-Mar-2026 02:26 PM,technical_2091094.pdf,Meenu Singh,Internal,E O NPP Hata J E NPP Hata,Meenu Singh,29-Mar-2026 05:25 PM,30-Mar-2026 01:00 PM,techsummary_2091094.pdf (122.46 KB),Finance,Financial Bid opening summary,Meenu Singh,08-Apr-2026 06:12 PM,finance_2091094.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,Construction Of RCC Drain And Slab,Construction Of RCC Drain And Slab NH 28 To laxmi kirana Store East Side,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,ward no 24 Haritola,274203.0,NA ,NA ,NA ,EO NPP Hata,No ,No,"2,150",EO NPP Hata,Hata,No,"1,08,350",No,fixed,,EO NPP Hata,Hata,09-Mar-2026 06:00 PM,24-Mar-2026 12:00 PM,10-Mar-2026 10:00 AM,23-Mar-2026 05:00 PM,NA ,NA ,10-Mar-2026 11:00 AM,23-Mar-2026 05:00 PM,30-Mar-2026 01:00 PM,EO NPP Hata,EO NPP Hata,Directorate of Local Bodies UP||Nagar Palika Parishad Haata Kushinagar,700-9,2026_DOLBU_1122776_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,SS - Small Savings Instrument,AOC
,,,,,,,,,2,5997763,M/S PANKJA CONSTRUCTION,23-Mar-2026 08:26 AM,Accepted-AOC,Lowest BID,10-Apr-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC
,,,,,,,,,3,5998008,SAROJANI ASSOCIATES,23-Mar-2026 09:43 AM,Rejected-Finance,Highest BID,10-Apr-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
