S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"1,52,000",Yes,fixed,,Nil,Nil,09-Mar-2026 11:00 AM,14-Mar-2026 12:00 PM,09-Mar-2026 11:00 AM,14-Mar-2026 11:00 AM,NA ,NA ,09-Mar-2026 11:00 AM,14-Mar-2026 11:00 AM,17-Mar-2026 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",07/EE/2025-26,2026_UPIDC_1122726_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,As per TD,EXECUTIVE ENGINEER,OFFICE EE MGCCD6 MEERUT,07/EE/2025-26(LOT-7),07/EE/2025-26(LOT-7),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,MORADABAD,244001.0,NA ,NA ,NA ,MEERUT,No ,No,854.0,Nil,Nil,No,AOC,Technical,02 Bidder Submitted your Bid 02 Bidder Admitted,himanshu dharia,17-Mar-2026 09:45 AM,technical_2091140.pdf,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,20-Mar-2026 11:07 PM,finsummary_2091140.pdf (230.04 KB),Finance,02 Bidder admiited,himanshu dharia,20-Mar-2026 11:04 PM,finance_2091140.pdf,BOQ Comparative Chart,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,17-Mar-2026 10:20 AM,17-Mar-2026 11:00 AM,techsummary_2091140.pdf (230.05 KB),23-Mar-2026,"INR 1,450,075",120.0,himanshu dharia,11-Apr-2026 07:58 AM,dos.pdf (22.00 KB),L1,1,5971531,JS cONSTRUCTIONS,14-Mar-2026 09:23 AM,Accepted-AOC,L1,11-Apr-2026 07:58 AM,1.0,5971531.0,JS cONSTRUCTIONS,INR,"1,450,075","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",2026_UPIDC_1122726_7,07/EE/2025-26,07/EE/2025-26(LOT-7),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5971552,S S CONSTRUCTION COMPANY,14-Mar-2026 08:38 AM,Rejected-Finance,L2,20-Mar-2026 11:07 PM,,,,,,,,,,AOC
