S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5965251.0,sandeep rathore,INR,"940,814","Rajya Krishi Utpadan Mandi Parishad,UP||DDAM Jhansi||Jhansi Mandi",2026_RKUMP_1118774_1,KUMS/765/JHANSI,"Cleaning of Drains, cutting of weeds, cleaning of roof and cleaning of all buildings in the entire mandi site in the KISAN BAZAR Talpura jhansi",1,5970352,KAPIL KUMAR AND SONS,13-Mar-2026 01:39 PM,Rejected-Finance,REJECTED,16-Apr-2026 05:16 PM,16-Apr-2026,"INR 940,814",30.0,BABLU LAL,16-Apr-2026 05:39 PM,kisan.pdf (302.00 KB),SACHIV MANDI SAMITI JHANSI,Internal,,BABLU LAL,04-Apr-2026 02:38 PM,04-Apr-2026 02:40 PM,techsummary_2079633.pdf (55.06 KB),Finance,5 bidder accepted and 1 bidder rejected,BABLU LAL,16-Apr-2026 04:58 PM,finance_2079633.pdf,BOQ Comparative Chart,SACHIV MANDI SAMITI JHANSI,Internal,,BABLU LAL,16-Apr-2026 05:16 PM,finsummary_2079633.pdf (596.65 KB),Technical,6 bidder accepted and 3 bidder rejected,BABLU LAL,02-Apr-2026 05:28 PM,technical_2079633.pdf,AOC,"Cleaning of Drains, cutting of weeds, cleaning of roof and cleaning of all buildings in the entire mandi site in the KISAN BAZAR Talpura jhansi","Cleaning of Drains, cutting of weeds, cleaning of roof and cleaning of all buildings in the entire mandi site in the KISAN BAZAR Talpura jhansi",Please refer tender documents ,NA ,,Miscellaneous Works,NA ,Tender,365.0,30.0,jhansi,284001.0,NA ,NA ,NA ,jhansi,No ,No,"1,10,684",No,fixed,,SACHIV KRISHI UTPADAN MANDI SAMITI,JHANSI,1.0,DD - Demand Draft,21-Feb-2026 10:00 AM,16-Mar-2026 12:00 PM,21-Feb-2026 10:00 AM,13-Mar-2026 05:00 PM,21-Feb-2026 10:00 AM ,13-Mar-2026 05:00 PM ,21-Feb-2026 10:00 AM,13-Mar-2026 05:00 PM,04-Apr-2026 02:40 PM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,SACHIV,KRISHI UTPADAN MANDI SAMITI JHANSI,"Rajya Krishi Utpadan Mandi Parishad,UP||DDAM Jhansi||Jhansi Mandi",KUMS/765/JHANSI,2026_RKUMP_1118774_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,180",SACHIV KRISHI UTPADAN MANDI SAMITI,JHANSI,No,AOC
,,,,,,,,,2,5968408,KRISHNA DISTRIBUTORS AND CONTRACTORS,12-Mar-2026 04:47 PM,Rejected-Finance,REJECTED,16-Apr-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5968607,KRISHNA SECURITY SERVISES,12-Mar-2026 06:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Apr-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5967817,LAKH CHANDRA CHATURWEDI,12-Mar-2026 02:16 PM,Rejected-Finance,REJECTED,16-Apr-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5968001,M/s KARTIK TRADERS,12-Mar-2026 02:57 PM,Rejected-Finance,REJECTED,16-Apr-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5964865,M/S MAA PITAMBRA ENTERPRISES,11-Mar-2026 04:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Apr-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5962091,M/s Suresh Chand Gupta,13-Mar-2026 02:29 PM,Not Admitted-Finance,Price Bid not complied,16-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,5956862,RAJKUMAR GOSWAMI THEKEDAR,09-Mar-2026 09:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Apr-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,9,5965251,sandeep rathore,11-Mar-2026 05:29 PM,Accepted-AOC,ACCEPTED,16-Apr-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
