S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Date Extension,Date,,1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Azamgarh,1245/EE/Mau/E-Tender/2025-26 Dt. 19.03.2026,2026_SCIDC_1127809_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Notice,"37,200",No,fixed,,UPSCIDC LTD Mau,UPSCIDC LTD Mau,"1,652",UPSCIDC LTD Mau,UPSCIDC LTD Mau,No,"Vidhayak Nidhi Work- Construction of Interlocking Road Work, Gram Panchayat Itora Mein Feku Yadav ke Ghar se Ramakant Yadav ke Ghar hote Hue Shimla Yadav ke Darvaje se Giraj Yadav ke Ghar Tak, Block Ratanpura in District Mau.","Vidhayak Nidhi Work- Construction of Interlocking Road Work, Gram Panchayat Itora Mein Feku Yadav ke Ghar se Ramakant Yadav ke Ghar hote Hue Shimla Yadav ke Darvaje se Giraj Yadav ke Ghar Tak, Block Ratanpura in District Mau.",Please refer tender Documents ,NA ,"18,60,551",Civil Works,NA ,Tender,90.0,NA ,Mau,275101.0,NA ,NA ,NA ,Executive Engineer UPSCIDC Ltd Azamgarh,No ,No,19-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,19-Mar-2026 06:00 PM,30-Mar-2026 02:00 PM,NA ,NA ,19-Mar-2026 06:00 PM,30-Mar-2026 02:00 PM,04-Apr-2026 04:05 PM,Executive Engineer UPSCIDC Ltd Azamgarh,Maa Shanti Niwas Opp. Dr. Javed Aarajibagh Azamgarh 276001,AOC,"Manoj Kumar E.E.,",Internal,"Madan Singh J.E., Pwan Kumar AAO.,",Madan Singh,04-Apr-2026 04:03 PM,04-Apr-2026 04:05 PM,techsummary_2103482.pdf (245.51 KB),Finance,Financial,Madan Singh,17-Apr-2026 11:26 AM,,BOQ Comparative Chart,"Manoj Kumar E.E.,",Internal,"Madan Singh J.E., Pawan Kumar AAO.,",Madan Singh,17-Apr-2026 11:29 AM,finsummary_2103482.pdf (220.06 KB),Technical,Technical,Madan Singh,04-Apr-2026 04:01 PM,technical_2103482.pdf,1,6017666,Adarsh Trading Construction,29-Mar-2026 10:39 AM,Rejected-Finance,High Rate,17-Apr-2026 11:29 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Azamgarh,2026_SCIDC_1127809_1,1245/EE/Mau/E-Tender/2025-26 Dt. 19.03.2026,"Vidhayak Nidhi Work- Construction of Interlocking Road Work, Gram Panchayat Itora Mein Feku Yadav ke Ghar se Ramakant Yadav ke Ghar hote Hue Shimla Yadav ke Darvaje se Giraj Yadav ke Ghar Tak, Block Ratanpura in District Mau.",1.0,6019264.0,M/S PRAGATI CONSTRUCTION,INR,"1,859,620.55",17-Apr-2026,"INR 1,859,620.55",180.0,Madan Singh,17-Apr-2026 03:59 PM,Order.pdf (589.00 KB),"Vidhayak Nidhi Work- Construction of Interlocking Road Work, Gram Panchayat Itora Mein Feku Yadav ke Ghar se Ramakant Yadav ke Ghar hote Hue Shimla Yadav ke Darvaje se Giraj Yadav ke Ghar Tak, Block R",AOC
,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6019264,M/S PRAGATI CONSTRUCTION,29-Mar-2026 06:17 PM,Accepted-AOC,Accept,17-Apr-2026 03:59 PM,,,,,,,,,,,,,,,,,AOC
