Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",2026_UPIDC_1115601_1,02/EE/2025-26,Repair and Reconstruction of old and Damaged Culvert on Vaghaipur Drain at km. 2.800 (RCC Box Culvert),1.0,5893007.0,M/s PARI ENTERPRISES,INR,"2,747,682",1,5893113,ASHOK KUMAR THEKEDAR,19-Feb-2026 12:54 AM,Rejected-Finance,Higher rate,25-Apr-2026 12:38 PM,25-Apr-2026,"INR 2,747,682",20.0,SANJAY KUMAR,25-Apr-2026 12:46 PM,Vaghaipurdrain.pdf (1346.00 KB),EE,Internal,,SANJAY KUMAR,25-Feb-2026 09:54 PM,27-Feb-2026 10:00 AM,techsummary_2070284.pdf (757.77 KB),Finance,Admitted,SANJAY KUMAR,25-Apr-2026 12:01 PM,,BOQ Comparative Chart,EE,Internal,,SANJAY KUMAR,25-Apr-2026 12:38 PM,finsummary_2070284.pdf (1859.17 KB),Technical,Admitted,SANJAY KUMAR,20-Feb-2026 10:08 AM,,AOC,Executive Engineer,"I. D. Auraiya, Dibiyapur","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",02/EE/2025-26,2026_UPIDC_1115601_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender notice,"2,77,000",Yes,fixed,,Nil,Nil,Repair and Reconstruction of old and Damaged Culvert on Vaghaipur Drain at km. 2.800 (RCC Box Culvert),Repair and Reconstruction of old and Damaged Culvert on Vaghaipur Drain at km. 2.800 (RCC Box Culvert),Please refer Tender documents. ,NA ,"27,61,000",Civil Works,NA ,Tender,90.0,NA ,Dibiyapur,206244.0,NA ,NA ,NA ,"I. D. Auraiya, Dibiyapur",No ,No,26-May-2026 04:00 PM,02-Jun-2026 01:00 PM,13-Feb-2026 12:30 PM,19-Feb-2026 10:00 AM,NA ,NA ,26-May-2026 05:09 PM,19-Feb-2026 10:00 AM,27-Feb-2026 10:00 AM,354.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,2,5874963,ATUL YADAV CONTRACTOR,18-Feb-2026 09:08 PM,Rejected-Technical,Non Responsive,25-Feb-2026 09:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5893191,M/S ARVIND KUMAR DUBEY,19-Feb-2026 02:20 AM,Rejected-Finance,Higher rate,25-Apr-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5881517,M/S KEDAR SINGH YADAV AND SONS,17-Feb-2026 02:19 PM,Rejected-Technical,Non Responsive,25-Feb-2026 09:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5893007,M/s PARI ENTERPRISES,19-Feb-2026 12:44 AM,Accepted-AOC,work is completed,25-Apr-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5893052,M/s Shree Dauji Enterprises,19-Feb-2026 12:32 AM,Rejected-Technical,Non Responsive,25-Feb-2026 09:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
