Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
20-Apr-2026,"INR 690,962.04",90.0,Bajrang Prasad,20-Apr-2026 04:45 PM,LOTTTHREE.pdf (1470.00 KB),1,5945021,Ismaile Khan Contractor,02-Mar-2026 11:16 PM,Rejected-AOC,FINANCIAL BID OPEN,20-Apr-2026 04:45 PM,1.0,5945064.0,M/S UDAY VEER SINGH,INR,"690,962.04",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,2026_UPPRC_1110280_7,09/PCL/P.M./UNIT-6/BLY/2025-26,Lott-3 (2 Nos.) CONSTRUCTION OF DRINKING WATER FACILITY AT RAJKIYA HIGH SCHOOL NARA FARIDPUR AND RAJKIYA GIRLS INTER COLLEGE TURSAPATTI DISTT.- BAREILLY (U.P.),Finance,FINANCIAL BID,Bajrang Prasad,08-Apr-2026 01:08 PM,finance_2084115.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,,Bajrang Prasad,07-Mar-2026 11:55 AM,07-Mar-2026 01:00 PM,techsummary_2084115.pdf (999.62 KB),Technical,COMPRATIVE STATEMENT,Bajrang Prasad,07-Mar-2026 11:37 AM,technical_2084115.pdf,PROJECT MANAGER,Internal,,Bajrang Prasad,15-Apr-2026 02:15 PM,finsummary_2084115.pdf (999.62 KB),AOC,1.0,SBI Bank,Project Manager,"PROJECT MANAGER, UNIT-6, U.P. PROJECTS CORPORATION LTD. Unit Office-14, CHANDRA SHEKHAR NAGAR COLONY,TULASHERPUR, BAREILLY",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,09/PCL/P.M./UNIT-6/BLY/2025-26,2026_UPPRC_1110280_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Lott-3 (2 Nos.) CONSTRUCTION OF DRINKING WATER FACILITY AT RAJKIYA HIGH SCHOOL NARA FARIDPUR AND RAJKIYA GIRLS INTER COLLEGE TURSAPATTI DISTT.- BAREILLY (U.P.),Lott-3 (2 Nos.) CONSTRUCTION OF DRINKING WATER FACILITY AT RAJKIYA HIGH SCHOOL NARA FARIDPUR AND RAJKIYA GIRLS INTER COLLEGE TURSAPATTI DISTT.- BAREILLY (U.P.),Lott-3 (2 Nos.) CONSTRUCTION OF DRINKING WATER FACILITY AT RAJKIYA HIGH SCHOOL NARA FARIDPUR AND RAJKIYA GIRLS INTER COLLEGE TURSAPATTI DISTT.- BAREILLY (U.P.) ,NA ,"6,94,643",Civil Works,NA ,Tender,90.0,90.0,Bareilly,243122.0,NA ,NA ,NA ,Bareilly,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"14,000",Yes,fixed,,Nil,Nil,"3,540",Nil,Nil,No,27-Feb-2026 10:00 AM,05-Mar-2026 03:00 PM,27-Feb-2026 11:00 AM,05-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 11:00 AM,05-Mar-2026 01:00 PM,07-Mar-2026 01:00 PM,AOC
,,,,,,2,5945064,M/S UDAY VEER SINGH,02-Mar-2026 11:52 PM,Accepted-AOC,FINANCIAL BID OPEN,20-Apr-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,AOC
