Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
766.0,Nil,Nil,No,GRAM BARHARA ME YOGENDRA PRAJAPATI KE GHAR SE RANVEER MISHRA KE GHAR TAK CC SADAK NIRMAN KARYA,GRAM BARHARA ME YOGENDRA PRAJAPATI KE GHAR SE RANVEER MISHRA KE GHAR TAK CC SADAK NIRMAN KARYA,Please Refer Tender Document ,NA ,"10,33,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",10-Feb-2026 10:00 AM,18-Feb-2026 02:30 PM,10-Feb-2026 10:00 AM,17-Feb-2026 12:00 PM,NA ,NA ,10-Feb-2026 10:00 AM,17-Feb-2026 12:00 PM,21-Feb-2026 10:00 AM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1693/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1113993_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"21,000",Yes,fixed,,Nil,Nil,AOC,Er. Surya Prakash,Internal,Er. Dinesh Kumar Kesarwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,20-Feb-2026 03:49 PM,21-Feb-2026 10:00 AM,techsummary_2064564.pdf (466.41 KB),Finance,Financial Bid Open,Surya Prakash,21-Feb-2026 01:51 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,25-Apr-2026 02:53 PM,finsummary_2064564.pdf (1403.81 KB),Technical,Technical Bid Open,Surya Prakash,19-Feb-2026 01:20 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1113993_1,1693/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAM BARHARA ME YOGENDRA PRAJAPATI KE GHAR SE RANVEER MISHRA KE GHAR TAK CC SADAK NIRMAN KARYA,1.0,5877975.0,M/S MAA SAVITRI CONSTRUCTIONS,INR,"874,606.41",1,5878051,M/S MAA PITAMBARA CONSTRUCTION,16-Feb-2026 09:13 PM,Rejected-Finance,Highest Rate,25-Apr-2026 02:53 PM,25-Apr-2026,"INR 874,606.41",120.0,Surya Prakash,25-Apr-2026 02:56 PM,338.pdf (1404.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5877975,M/S MAA SAVITRI CONSTRUCTIONS,16-Feb-2026 05:40 PM,Accepted-AOC,Lowest Rate,25-Apr-2026 02:56 PM,,,,,,,AOC
