Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,21-Mar-2026 02:10 PM,23-Mar-2026 03:00 PM,techsummary_2089948.pdf (2363.13 KB),28-Mar-2026,"INR 78,944,545.5",90.0,Jaya Prakash Singh,09-Apr-2026 03:49 PM,20.pdf (524.00 KB),AS UPLOADED,Technical,As UPLOADED,Jaya Prakash Singh,21-Mar-2026 11:01 AM,,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,24-Mar-2026 01:31 PM,finsummary_2089948.pdf (297.02 KB),Finance,AS UPLOADED,Jaya Prakash Singh,23-Mar-2026 04:51 PM,,BOQ Comparative Chart,1.0,5969142.0,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,INR,"78,944,545.5","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",2026_UPIDC_1122376_13,05/SE/2025-26,Restoration Of Veerbhar Spur At Km. 12.700 And Construction 05 Nos. Of Cutters In Up Stream Of Shank Portion And Laying Of Rcc Porcupines In 225 M Length In Up Stream And 100 M Length In Down Stream Of Spur Of Chhitauni Bund Located On The Right Ban,1,5969007,ASHUTOSH KUMAR VERMA,13-Mar-2026 11:03 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 03:49 PM,AOC,"6,354",Nil,Nil,No,Restoration Of Veerbhar Spur At Km. 12.700 And Construction 05 Nos. Of Cutters In Up Stream Of Shank Portion And Laying Of Rcc Porcupines In 225 M Length In Up Stream And 100 M Length In Down Stream Of Spur Of Chhitauni Bund Located On The Right Ban,Restoration Of Veerbhar Spur At Km. 12.700 And Construction 05 Nos. Of Cutters In Up Stream Of Shank Portion And Laying Of Rcc Porcupines In 225 M Length In Up Stream And 100 M Length In Down Stream Of Spur Of Chhitauni Bund Located On The Right Ban,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,KUSHINAGAR,274403.0,GORAKHPUR ,"OFFICE OF SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P) ",07-Mar-2026 11:00 AM ,GORAKHPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",05/SE/2025-26,2026_UPIDC_1122376_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,SUPERINTENDING ENGINEER,"GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)",07-Mar-2026 09:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,23-Mar-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technica,"20,00,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969142,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,13-Mar-2026 04:05 AM,Accepted-AOC,AS UPLOADED,09-Apr-2026 03:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969268,M/s Ramesh Tiwari,13-Mar-2026 02:07 AM,Rejected-Technical,AS UPLOADED,21-Mar-2026 02:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5968951,MS YADAV AND SONS,13-Mar-2026 12:07 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 03:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5968963,PRATAP CONSTRUCTION,12-Mar-2026 11:48 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 03:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5967671,Shri Krishna Construction Projects Pvt Ltd,12-Mar-2026 08:17 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 03:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
