Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
12-npp sandila me wn14 me zaheer ali ke makan se acchan ke makan hote huye khusnood ke makan tak cc sadak va nali nirman karya,12-npp sandila me wn14 me zaheer ali ke makan se acchan ke makan hote huye khusnood ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"6,79,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,679.0,adhishashi adhikari nagar palika parishad,sandila,No,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1129036_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"57,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,20-Apr-2026 06:55 PM,1.0,Fee/PreQual/Technical,.pdf,tech,EO and JE,sandila,AOC,eo and je,Internal,,Shiv Kumar,20-Apr-2026 06:10 PM,20-Apr-2026 06:55 PM,techsummary_2106068.pdf (107.04 KB),Finance,MOHAMMED ADIL WINNER,Shiv Kumar,21-Apr-2026 02:26 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,21-Apr-2026 02:30 PM,finsummary_2106068.pdf (146.01 KB),Technical,4 ADMITTED,Shiv Kumar,20-Apr-2026 06:07 PM,,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1129036_1,1342/NP/NV/RVA/2025-26,12-npp sandila me wn14 me zaheer ali ke makan se acchan ke makan hote huye khusnood ke makan tak cc sadak va nali nirman karya,1.0,6042743.0,MOHAMMED ADIL,INR,"567,440.3",1.0,6042743.0,MOHAMMED ADIL,12-Apr-2026 07:12 PM,Accepted-AOC,L1,21-Apr-2026 02:34 PM,21-Apr-2026,"INR 567,440.3",60.0,Shiv Kumar,21-Apr-2026 02:34 PM,12.pdf (146.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6042103.0,M/S ABDUL MOIZ CONTRACTOR,12-Apr-2026 01:13 PM,Rejected-AOC,L2,21-Apr-2026 02:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6042375.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 04:21 PM,Rejected-AOC,L4,21-Apr-2026 02:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6041916.0,M/S SHAFIQ BUILDERS,12-Apr-2026 10:47 AM,Rejected-AOC,L3,21-Apr-2026 02:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
