S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5999048.0,M/S AKASH CONSTURCTION COMPANY & SUPPLIERS,INR,"1,349,502",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,2026_SCIDC_1126924_1,366/E. E/ET/DRDA/Kannauj/2025-26,"Construction of Boundary Wall, Park and beuatification of Platform around the statue of Dr Bhim Rao Ambedkar in village Kishunpur of Vikaskhand Talgram district Kannauj from Vidhayak Nidhi Kannauj.",1,5999048,M/S AKASH CONSTURCTION COMPANY & SUPPLIERS,23-Mar-2026 12:45 PM,Accepted-AOC,L1,13-Apr-2026 03:52 PM,13-Apr-2026,"INR 1,349,502",180.0,Shiva nand Dubey,13-Apr-2026 03:52 PM,LOI.pdf (233.00 KB),AOC,Executive Engineer,Internal,,Shiva nand Dubey,25-Mar-2026 02:08 PM,25-Mar-2026 02:15 PM,techsummary_2101803.pdf (323.22 KB),Finance,Financial,Shiva nand Dubey,13-Apr-2026 03:38 PM,finance_2101803.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Shiva nand Dubey,13-Apr-2026 03:46 PM,finsummary_2101803.pdf (797.71 KB),Technical,Attached,Babu Ram,25-Mar-2026 12:15 PM,,AOC,"36,000",No,fixed,,UPSCIDCO LTD,KANNAUJ,1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,366/E. E/ET/DRDA/Kannauj/2025-26,2026_SCIDC_1126924_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",UPSCIDCO LTD,KANNAUJ,No,1,Fee/PreQual/Technical,.pdf,Tender fee and Earnest money receipt with documents,EXECUTIVE ENGINEER,Near Girls Hostel Indira Nagar kalyanpur Kanpur Nagar-208026,18-Mar-2026 02:00 PM,23-Mar-2026 04:00 PM,18-Mar-2026 02:00 PM,23-Mar-2026 02:00 PM,NA ,NA ,18-Mar-2026 02:00 PM,23-Mar-2026 02:00 PM,25-Mar-2026 02:15 PM,"Construction of Boundary Wall, Park and beuatification of Platform around the statue of Dr Bhim Rao Ambedkar in village Kishunpur of Vikaskhand Talgram district Kannauj from Vidhayak Nidhi Kannauj.","Construction of Boundary Wall, Park and beuatification of Platform around the statue of Dr Bhim Rao Ambedkar in village Kishunpur of Vikaskhand Talgram district Kannauj from Vidhayak Nidhi Kannauj.",Please refer Tender documents. ,NA ,,Civil Works,as per BOQ ,Tender,90.0,180.0,KANNAUJ,209725.0,NA ,NA ,NA ,kANPUR,No ,No,AOC
,,,,,,,,,2,5996893,SAI INFRATECH,22-Mar-2026 09:30 PM,Rejected-Finance,L2,13-Apr-2026 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
