Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Notice 18,"2,950",Nil,Nil,No,Restoration work of damaged spur no. 34 and 03 damaged dampers of Alipur embankment situated on the left bank of Yamuna river in district Ghaziabad.,Restoration work of damaged spur no. 34 and 03 damaged dampers of Alipur embankment situated on the left bank of Yamuna river in district Ghaziabad.,Please refer Tender documents. ,NA ,"2,23,07,000",Civil Works,NA ,Tender,90.0,92.0,Ghaziabad,201301.0,"Office of The SE 3rd Circle Irrigation Works, Agra ","Office of The SE 3rd Circle Irrigation Works, 139 Mall Road Pratappura, Agra ",13-Mar-2026 01:00 PM ,"Office of The SE 3rd Circle Irrigation Works, Agra",No ,No,11-Mar-2026 11:00 AM,17-Mar-2026 03:00 PM,11-Mar-2026 11:00 AM,17-Mar-2026 01:00 PM,NA ,NA ,11-Mar-2026 11:00 AM,17-Mar-2026 01:00 PM,23-Mar-2026 03:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra,18/SE/2025-26,2026_UPIDC_1123336_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"4,46,000",No,fixed,,Nil,Nil,Superintending Engineer,"3rd Circle Irrigation Works, 139 Mall Road Pratappura, Agra",1.0,SBI Bank,AOC,Finance,All Bid are Admitted,DHARMENDRA SINGH PHAUGAT,25-Mar-2026 11:36 AM,,BOQ Comparative Chart,D.S. Phaugat,Internal,CB Yadav,DHARMENDRA SINGH PHAUGAT,20-Mar-2026 06:08 PM,23-Mar-2026 03:00 PM,techsummary_2092729.pdf (901.95 KB),Technical,All Bidder are Admitted,DHARMENDRA SINGH PHAUGAT,20-Mar-2026 05:53 PM,,D.S. Phaugat,Internal,CB Yadav,DHARMENDRA SINGH PHAUGAT,25-Mar-2026 07:56 PM,finsummary_2092729.pdf (24.64 KB),28-Mar-2026,"INR 10,854,887",92.0,DHARMENDRA SINGH PHAUGAT,25-Apr-2026 10:25 AM,Artistspar34AOC.pdf (734.00 KB),As per Attached Document AOC,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra,2026_UPIDC_1123336_3,18/SE/2025-26,Restoration work of damaged spur no. 34 and 03 damaged dampers of Alipur embankment situated on the left bank of Yamuna river in district Ghaziabad.,1.0,5978166.0,ARTIST BRO,INR,"10,854,887",1,5979153,AJAY SHARMA,26-May-2026 04:56 PM,Rejected-Finance,L2,25-Mar-2026 07:56 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5978166,ARTIST BRO,17-Mar-2026 01:29 AM,Accepted-AOC,L1,25-Apr-2026 10:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5979313,BHAMAR SINGH,17-Mar-2026 04:56 PM,Rejected-Finance,L5,25-Mar-2026 07:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5981610,M/S KOSHER CONSTRUCTION PVT. LTD.,17-Mar-2026 12:50 PM,Rejected-Finance,L3,25-Mar-2026 07:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5975131,UMESH CHANDRA MISHRA,17-Mar-2026 12:01 PM,Rejected-Finance,L4,25-Mar-2026 07:56 PM,AOC
