Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
29-Apr-2026,"INR 490,499.01",30.0,Pooja Singh,29-Apr-2026 02:01 PM,sayyadtayyab.pdf (233.00 KB),awarded,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1133939_1,120/NPK/15CFC-AVN-SFC,construction of cc interlocking road and drain in ward no 05 mohalla khatikowala from house of sayyad tayyab to jahid abbasi and side gali in nagar panchayat kithaur,1.0,6069598.0,M/S JAN MOHAMMAD,INR,"490,499.01",1.0,6069598.0,M/S JAN MOHAMMAD,26-Apr-2026 09:36 AM,Accepted-AOC,lowest,29-Apr-2026 02:01 PM,Technical,accepted,Pooja Singh,28-Apr-2026 11:51 AM,technical_2116640.pdf,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 03:54 PM,finsummary_2116640.pdf (217.30 KB),Finance,accepted,Pooja Singh,28-Apr-2026 01:50 PM,finance_2116640.pdf,BOQ Comparative Chart,Pooja singh,Internal,two,Pooja Singh,28-Apr-2026 12:59 PM,28-Apr-2026 01:00 PM,techsummary_2116640.pdf (50.29 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,120/NPK/15CFC-AVN-SFC,2026_DOLBU_1133939_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"49,099",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,1.0,Fee/PreQual/Technical,.pdf,NIT,07-Apr-2026 09:00 AM,27-Apr-2026 04:00 PM,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,NA ,NA ,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,28-Apr-2026 01:00 PM,1,DD - Demand Draft,construction of cc interlocking road and drain in ward no 05 mohalla khatikowala from house of sayyad tayyab to jahid abbasi and side gali in nagar panchayat kithaur,construction of cc interlocking road and drain in ward no 05 mohalla khatikowala from house of sayyad tayyab to jahid abbasi and side gali in nagar panchayat kithaur,Please refer Tender documents. ,NA ,"4,90,990",Civil Works - Roads,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,579.0,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,POOJA SINGH,NP KITHAUR,AOC
,,,,,,,,,,,,,,,,2.0,6068695.0,M/S MAYANK JAIN,25-Apr-2026 03:01 PM,Rejected-AOC,highest,29-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,6068228.0,SUNRISE CONSTRUCTION,25-Apr-2026 12:11 PM,Rejected-AOC,lowest 2,29-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC
