S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,DD - Demand Draft,"85,408",Yes,fixed,,EO,NPP GAURA BARHAJ,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3543/CMNSY/01-04-2026,2026_DOLBU_1132989_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,EO,NPP GAURA BARHAJ,03-Apr-2026 02:00 PM,24-Apr-2026 10:00 AM,03-Apr-2026 02:30 PM,23-Apr-2026 10:00 AM,NA ,NA ,03-Apr-2026 02:30 PM,23-Apr-2026 10:00 AM,25-Apr-2026 04:00 PM,HARINDRA PRASAD KE MAKAN SE RAMADHAR JAYPRAKASH KE MAKN HOTE HUYE RAJKUMAR KE MAKAN TAK CC ROAD NALI REPAIR V SLAB NIRMAN KARY WARD NO.01 PALIYA PACHAUHA,HARINDRA PRASAD KE MAKAN SE RAMADHAR JAYPRAKASH KE MAKN HOTE HUYE RAJKUMAR KE MAKAN TAK CC ROAD NALI REPAIR V SLAB NIRMAN KARY WARD NO.01 PALIYA PACHAUHA,Please refer Tender documents. ,NA ,"10,08,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,"1,008",EO,NPP GAURA BARHAJ,Yes,AOC,eo je,Internal,eo je,Amit Kumar Jaiswal,25-Apr-2026 02:01 PM,25-Apr-2026 04:00 PM,techsummary_2114894.pdf (140.15 KB),Finance,financial,Amit Kumar Jaiswal,27-Apr-2026 03:33 PM,finance_2114894.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,27-Apr-2026 03:42 PM,finsummary_2114894.pdf (123.17 KB),Technical,technical,Amit Kumar Jaiswal,25-Apr-2026 01:23 PM,technical_2114894.pdf,1.0,6059849.0,KAMINI ENTERPRISES,INR,"1,007,979.84",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1132989_2,3543/CMNSY/01-04-2026,HARINDRA PRASAD KE MAKAN SE RAMADHAR JAYPRAKASH KE MAKN HOTE HUYE RAJKUMAR KE MAKAN TAK CC ROAD NALI REPAIR V SLAB NIRMAN KARY WARD NO.01 PALIYA PACHAUHA,1.0,6062430.0,Jaypratap Enterprises,22-Apr-2026 10:48 AM,Rejected-Finance,HIGH RATE,27-Apr-2026 03:42 PM,28-Apr-2026,"INR 1,007,979.84",30.0,Amit Kumar Jaiswal,28-Apr-2026 11:43 AM,cmnsyT02.pdf (123.00 KB),LOW RATE,AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6059849.0,KAMINI ENTERPRISES,22-Apr-2026 10:22 AM,Accepted-AOC,LOW RATE,28-Apr-2026 11:43 AM,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6063346.0,M/S SHYAM ASSOCIATES,22-Apr-2026 05:52 PM,Rejected-Finance,HIGH RATE,27-Apr-2026 03:42 PM,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
