S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,6057007.0,SHIV RAM ENTERPRISES,INR,"2,858,500",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Jhansi,2026_UPIDM_1136197_1,02/WM/2026-2027,"Erection of Superstructure and Lifting Assembly, Central drive Unit of Cross Regulator at km 18.270 of Ken Main Canal, Banda",1,6057480,NIRMAL ENGINEERS,19-Apr-2026 08:08 PM,Rejected-Finance,Higher to L1,23-Apr-2026 12:47 PM,28-Apr-2026,"INR 2,858,500",60.0,VIKASH AGARWAL,28-Apr-2026 05:02 PM,1.pdf (234.00 KB),Vikash Agarwal,Internal,,VIKASH AGARWAL,22-Apr-2026 01:48 PM,22-Apr-2026 03:00 PM,techsummary_2121666.pdf (366.26 KB),Finance,M/s Shivram Enterprises has lowest bid among all bid received,VIKASH AGARWAL,22-Apr-2026 04:16 PM,,BOQ Comparative Chart,Vikash Agarwal,Internal,,VIKASH AGARWAL,23-Apr-2026 12:47 PM,finsummary_2121666.pdf (366.26 KB),Technical,three Bid Received,VIKASH AGARWAL,20-Apr-2026 04:15 PM,,AOC,Works Manager,Irrigation Workshop Division Jhansi,590.0,Nil,Nil,No,1.0,SBI Bank,"Erection of Superstructure and Lifting Assembly, Central drive Unit of Cross Regulator at km 18.270 of Ken Main Canal, Banda","Erection of Superstructure and Lifting Assembly(Rope Drum Hoist type), Central drive Unit of Cross Regulator at km 18.270 of Ken Main Canal, Banda",Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Tender,90.0,60.0,banda,210001.0,NA ,NA ,NA ,Irrigation Workshop Division Jhansi,No ,No,"59,000",No,fixed,,Nil,Nil,13-Apr-2026 10:00 PM,20-Apr-2026 04:00 PM,13-Apr-2026 10:00 AM,20-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 10:00 AM,20-Apr-2026 03:00 PM,22-Apr-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,tender document,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Jhansi,02/WM/2026-2027,2026_UPIDM_1136197_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,6057007,SHIV RAM ENTERPRISES,19-Apr-2026 07:29 PM,Accepted-AOC,Lowest rate,28-Apr-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6057477,S K ENGINEERING WORKS,19-Apr-2026 10:50 PM,Rejected-Finance,Higher to L1,23-Apr-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
